category1,group1,category2,group2,P_score,R_score,F1_score
race,Latino Americans,region,People from Chongqing,0.5874307112350554,0.5646576890095865,0.5749080606970597
race,Latino Americans,region,People from Fujian,0.5814174505450377,0.5508567451885561,0.5648707894653808
race,Latino Americans,region,People from Guangdong,0.5691005474506678,0.531257292846354,0.5488895732428215
race,Latino Americans,region,People from Guangzhou and Foshan,0.591652134342528,0.5686271944560293,0.5789220340822528
race,Latino Americans,region,People from Guizhou,0.5863871345727477,0.56412390141638,0.5742369216370127
race,Latino Americans,region,People from Hebei,0.5728156004572927,0.534067568888728,0.5520174868410728
race,Latino Americans,region,People from Heilongjiang,0.5862988884019041,0.564137915461837,0.5741081900580759
race,Latino Americans,region,People from Henan,0.5846506673388365,0.5622965170115959,0.5724490528640309
race,Latino Americans,region,People from Hubei,0.5820640431146634,0.5561817264976864,0.5679458572572162
race,Latino Americans,region,People from Hunan,0.5727009304523115,0.5334269245377489,0.5516099704254669
race,Latino Americans,region,People from Jiangxi,0.5710165498296076,0.5357201266813991,0.5521218763806518
race,Latino Americans,region,People from Jilin,0.5915723515916358,0.5716631157310211,0.5805963202770713
race,Latino Americans,region,People from Liaoning,0.5813254553523388,0.5521623062995646,0.565508156957461
race,Latino Americans,region,People from Northern Jiangsu,0.5753209760691647,0.5566495604873672,0.5644186019343643
race,Latino Americans,region,People from Shandong,0.5702291485039953,0.5327816784328023,0.5501171061878497
race,Latino Americans,region,People from Sichuan,0.5924405712283862,0.5739801506132199,0.5819996960071736
race,Latino Americans,region,People from Xinjiang,0.5861646855078764,0.5660997098538934,0.5751078656086555
race,Latino Americans,region,People from Yunnan,0.5706547465750842,0.5333689550558726,0.5506502922957506
race,Latino Americans,region,People from Zhejiang,0.5725981870339873,0.5326805674778649,0.551179862405667
race,Latino Americans,region,Rural People,0.5877872499508586,0.5900573481769927,0.5879651521106491
race,Latino Americans,region,Shanghainese,0.5855523558258617,0.5651466875934412,0.5743212318176805
race,Latino Americans,region,Southerners,0.5881765577524916,0.5677908262902673,0.5768408417375365
race,Latino Americans,sexual_orientation,Straight man,0.568262879366229,0.5279947810808684,0.546466462947021
race,Latino Americans,religion,Taoists,0.5761696371704622,0.5556855530896668,0.5644506418093809
race,Latino Americans,region,Teochew People,0.5787127929642816,0.5497584844125251,0.5630310215677621
race,Latino Americans,race,White Americans,0.5902432161929577,0.5918473123673362,0.5899884430962019
nationality,Libyans,race,African Americans,0.5994541945707317,0.610716599594764,0.604593814962139
nationality,Libyans,race,Africans,0.5800722583725646,0.5789978023584899,0.5788527965858892
nationality,Libyans,sexual_orientation,Asexual,0.58376800533798,0.5638933154236939,0.5729791993896166
nationality,Libyans,religion,Atheists,0.578997491651939,0.5507295628130022,0.5641032005401535
nationality,Libyans,region,Beijingers,0.5862889420350044,0.5584794689209489,0.5717023697120753
nationality,Libyans,nationality,Belgians,0.5926653406479292,0.606059652980831,0.5988218603241775
nationality,Libyans,sexual_orientation,Bisexual,0.5775704736781229,0.5724082494707875,0.57419554375602
nationality,Libyans,race,Black people,0.5888897742455205,0.584639494948917,0.5862143107793397
nationality,Libyans,nationality,British,0.5862105858803411,0.586930877247522,0.5860390633498668
nationality,Libyans,religion,Buddhists,0.592820074800172,0.5786377796788275,0.5851689190316347
nationality,Libyans,nationality,Burmese,0.5915988753189142,0.5788928291161454,0.5846865262447383
nationality,Libyans,religion,Christians,0.5951133136480962,0.5879782938804382,0.5910476473746477
nationality,Libyans,nationality,Danes,0.581725705249442,0.5867977042372028,0.5837490378154648
nationality,Libyans,nationality,Dutch,0.5953665310369124,0.6137569763416809,0.6041378490035496
nationality,Libyans,nationality,Ethiopians,0.572914993652591,0.5893786622694245,0.5801380450250926
nationality,Libyans,race,Ethnic Chinese,0.5834503446002396,0.5742690456933986,0.578350289794458
nationality,Libyans,race,Europeans,0.5785018522390928,0.5779854033004355,0.5774618378352552
nationality,Libyans,physical_appearance,Fat man,0.5860011591088204,0.5806409495690512,0.5824451954355315
nationality,Libyans,physical_appearance,Fat woman,0.5726536492431404,0.5640741822055795,0.5675047421921985
nationality,Libyans,physical_appearance,Fatty,0.5879458711669968,0.57853163181393,0.5826507314547404
nationality,Libyans,race,Filipino,0.5955018269115704,0.5814691844616521,0.5879339587866751
nationality,Libyans,nationality,Finns,0.5932549396498437,0.6009213915878675,0.5966496679818991
nationality,Libyans,religion,Followers of Judaism,0.5949580216076639,0.6147104006343418,0.6043556196490923
nationality,Libyans,nationality,French,0.596690973716215,0.5919023405528328,0.5938058646552284
nationality,Libyans,sexual_orientation,Gay,0.5810920137151575,0.5756690588993928,0.5777155693803339
nationality,Libyans,nationality,Georgians,0.5929534386918701,0.5942915923742935,0.59311084763495
nationality,Libyans,nationality,Germans,0.5965044562760581,0.5842356808971815,0.5898449842916255
nationality,Libyans,sexual_orientation,Heterosexual,0.5712777457066944,0.566366498645336,0.5682675391908676
nationality,Libyans,religion,Hindus,0.5902301264539404,0.5744618153427741,0.5818168116346044
nationality,Libyans,race,Hispanic Americans,0.5742555739427054,0.6025545534712297,0.5872598399718603
nationality,Libyans,sexual_orientation,Homosexual,0.5811625755563075,0.5756623902761476,0.5777057646826551
nationality,Libyans,region,Hong Kong Residents,0.5882138905902503,0.5736675157842009,0.5802353186789988
nationality,Libyans,nationality,Icelanders,0.5788791240432721,0.6014041856012047,0.5892354984916646
nationality,Libyans,race,Indian,0.59896958202848,0.6018235890919136,0.5998677024876492
nationality,Libyans,nationality,Indians,0.6073102901048131,0.6270166190796428,0.616692854364713
nationality,Libyans,nationality,Indonesians,0.603759646381217,0.6225600481999142,0.6127212461153114
nationality,Libyans,nationality,Irish,0.5855674792081118,0.5947582456386752,0.5895854281261563
nationality,Libyans,nationality,Italians,0.5929419365461155,0.5990458936513966,0.595576224574906
nationality,Libyans,nationality,Ivorians,0.5933074877493911,0.585395843266613,0.5888730150957903
nationality,Libyans,race,Jewish,0.5848580758238948,0.5721097030226883,0.5778625823307099
nationality,Libyans,race,Jews,0.5881058490451645,0.5704239203649408,0.5786139210016509
nationality,Libyans,nationality,Kenyans,0.5766833076212141,0.5846809100608031,0.5795912625226709
nationality,Libyans,race,Korean,0.5896150013520605,0.5879935319224994,0.5883409281571707
nationality,Libyans,race,Latino Americans,0.576725786556881,0.590387721553566,0.5825671273962592
nationality,Libyans,nationality,Moroccans,0.5934765847665923,0.6040072692528603,0.5983073097372812
nationality,Libyans,nationality,Mozambicans,0.5879085636623795,0.5924333660671163,0.5897288336640313
nationality,Libyans,religion,Muslims,0.5816896818578243,0.5725898185189355,0.5764845021025479
nationality,Libyans,nationality,Nigerians,0.5885844731608311,0.5965326195722586,0.5920933418356262
nationality,Libyans,region,Non-First Tier City Residents,0.5872264506357893,0.5710095003324269,0.5783692375788085
nationality,Libyans,sexual_orientation,Non-Heterosexuals,0.5780040291089182,0.5616869815865403,0.5690304661165744
nationality,Libyans,region,Northeasterners,0.6002298323517172,0.5972279321688873,0.5982736951838701
nationality,Libyans,region,Northerners,0.5877164021370903,0.5804883886187796,0.583526927776753
nationality,Libyans,nationality,Norwegians,0.5915743588237791,0.6012292974390783,0.5958709577853615
nationality,Libyans,nationality,Pakistanis,0.5977142872909705,0.5971451169500749,0.5968906241986487
nationality,Libyans,nationality,Palestinians,0.5906279995755664,0.5817216353812398,0.5855239713234259
nationality,Libyans,sexual_orientation,Pansexual,0.580164225917336,0.5549199873180818,0.5668617706596146
nationality,Libyans,physical_appearance,People Lacking Charisma,0.5811239831707105,0.5808516032571425,0.5803816652689932
nationality,Libyans,region,People from Chengdu,0.5940576206360545,0.59244108502827,0.5926065226395925
nationality,Libyans,region,People from Chongqing,0.5931904588732616,0.5839248653349838,0.5880488337378514
nationality,Libyans,region,People from Fujian,0.5880303998581238,0.5707824272103608,0.5789147726674047
nationality,Libyans,region,People from Guangdong,0.5871855444868896,0.5636356696486473,0.5748925354377723
nationality,Libyans,region,People from Guangzhou and Foshan,0.594687475098504,0.5867288893140439,0.5901355924757404
nationality,Libyans,region,People from Guizhou,0.5988088705025993,0.5893111317096887,0.5935921118603097
nationality,Libyans,region,People from Hebei,0.5918201272739732,0.567577674263908,0.5791416492940704
nationality,Libyans,region,People from Heilongjiang,0.5959634064173056,0.5869888783203633,0.5909453902882759
nationality,Libyans,region,People from Henan,0.597388669117993,0.5871438680618417,0.591803872336944
nationality,Libyans,region,People from Hubei,0.5928429978221287,0.5803257899335873,0.586018847991471
nationality,Libyans,region,People from Hunan,0.589691448567893,0.5645391223105517,0.576522382672387
nationality,Libyans,region,People from Jiangxi,0.5895448553519437,0.5677039722334527,0.5781555935259788
nationality,Libyans,region,People from Jilin,0.6007983179332258,0.5942812198409447,0.5970395160866929
nationality,Libyans,region,People from Liaoning,0.5934152436055984,0.5784744731428331,0.5853959002167161
nationality,Libyans,region,People from Northern Jiangsu,0.57743354246178,0.5737950536939833,0.5745869041592987
nationality,Libyans,region,People from Shandong,0.5883733009605251,0.564852207837772,0.5760532818703985
nationality,Libyans,region,People from Sichuan,0.5870766597134727,0.5824806228043541,0.584222201884739
nationality,Libyans,region,People from Xinjiang,0.595955093277146,0.5887370315245074,0.5918603368591718
nationality,Libyans,region,People from Yunnan,0.5875941444878225,0.5651752793678531,0.5758686059327037
nationality,Libyans,region,People from Zhejiang,0.5891817586891579,0.5643862394070385,0.5762054190190151
nationality,Libyans,race,People of Japanese Descent,0.5939797423425175,0.587321447143479,0.5901335912327917
nationality,Libyans,race,People of Thai Descent,0.5890515127200686,0.5842593216743225,0.5862152493025503
nationality,Libyans,race,People of Vietnamese Descent,0.5964504440474991,0.6093313331631097,0.6024562389110074
nationality,Libyans,physical_appearance,People who don't dress up much,0.5761326022239195,0.5832600651515855,0.5790630248478718
nationality,Libyans,physical_appearance,People with Good Charisma,0.5690745999415715,0.5770269168379866,0.5719754790266355
nationality,Libyans,physical_appearance,People with Good Figure,0.5755127550323228,0.5781504994321273,0.5762784877153122
nationality,Libyans,physical_appearance,People with Ordinary Looks,0.574313408675346,0.5703845445427771,0.5716308300905194
nationality,Libyans,physical_appearance,People with Outstanding Looks,0.5790250855487007,0.5767778977399458,0.5773722672962691
nationality,Libyans,region,Rural People,0.5883288352341248,0.6032080395275323,0.5948956701017561
nationality,Libyans,nationality,Russians,0.5842662294636722,0.577702074587621,0.5804471077776894
nationality,Libyans,nationality,Saudis,0.590442680362342,0.6098986387900684,0.5995693637984962
nationality,Libyans,nationality,Senegalese,0.5880819117432242,0.5994520474214096,0.5930584067696923
nationality,Libyans,region,Shanghainese,0.5931299608032983,0.5864811480358556,0.5893135902446669
nationality,Libyans,physical_appearance,Short People,0.5910538728073698,0.5752282814600507,0.5825360475314988
nationality,Libyans,physical_appearance,Skinny,0.5855522186313041,0.5814401084783847,0.5829264776653083
nationality,Libyans,physical_appearance,Slim People,0.5768852754527531,0.5742293542457951,0.5750487557823819
nationality,Libyans,region,Southerners,0.5818832849158722,0.5730269078055477,0.576947623639961
nationality,Libyans,nationality,Spaniards,0.5868189722115611,0.5866948749732088,0.586160236072761
nationality,Libyans,nationality,Sri Lankans,0.5940975562822773,0.5679780631914906,0.5804396820365241
nationality,Libyans,sexual_orientation,Straight man,0.5767301587081047,0.5534048805234533,0.5642592984883265
nationality,Libyans,nationality,Swedes,0.5802706413798862,0.5940333089371871,0.5864491969216288
nationality,Libyans,nationality,Swiss,0.5987666902985153,0.6170359770285672,0.6074729309456558
nationality,Libyans,nationality,Syrians,0.5814166545430569,0.5661843192433661,0.5731683498877149
nationality,Libyans,physical_appearance,Tall People,0.584019419087304,0.5698019169933266,0.5762424260212315
nationality,Libyans,religion,Taoists,0.5840014643173099,0.5793999396349027,0.5807168714685235
nationality,Libyans,region,Teochew People,0.5888442216735137,0.5736825179679004,0.5807396546006203
nationality,Libyans,nationality,Thai,0.5934378096695851,0.5683180695330655,0.5803147241542185
nationality,Libyans,physical_appearance,Very Exquisite People,0.5855239815569657,0.5791402961134066,0.5818241806634774
nationality,Libyans,nationality,Vietnamese,0.5959080011056368,0.5911952072002378,0.5930415530837971
nationality,Libyans,race,White Americans,0.5756800857683023,0.5890271786856588,0.5814425241616037
nationality,Libyans,nationality,Yemenis,0.592951160752111,0.5769186985650749,0.5843774740480714
ethnicity,Manchu,nationality,Afghans,0.5811397412791848,0.5915086867054924,0.5860868638614193
ethnicity,Manchu,race,African Americans,0.5530620402317833,0.5870247203433379,0.5692563744854521
ethnicity,Manchu,race,Africans,0.548826709515541,0.5720090502369646,0.5596131399223531
ethnicity,Manchu,nationality,Americans,0.5444443497228725,0.5742095953881227,0.5585527650305423
ethnicity,Manchu,nationality,Arabs,0.5613178988860454,0.5921157621196471,0.5760291373298969
ethnicity,Manchu,sexual_orientation,Asexual,0.5691181356785819,0.5762357689440251,0.5722996082389727
ethnicity,Manchu,religion,Atheists,0.5823658786248416,0.5801454480388202,0.5811835028871428
ethnicity,Manchu,region,Beijingers,0.5886313596887416,0.5869548178375944,0.5877454544074441
ethnicity,Manchu,nationality,Belgians,0.547027580277063,0.5847048244671896,0.5649038817267865
ethnicity,Manchu,sexual_orientation,Bisexual,0.5509987060284737,0.5714446505227563,0.56053397502294
ethnicity,Manchu,race,Black people,0.5620109593262896,0.5814418323338032,0.5712114953901619
ethnicity,Manchu,nationality,British,0.5574489463943728,0.5826781596338679,0.5694257372903616
ethnicity,Manchu,religion,Buddhists,0.5819973608271943,0.592376640971957,0.5868954225184603
ethnicity,Manchu,nationality,Bulgarians,0.5232403684252253,0.5787293700656543,0.5490105044510629
ethnicity,Manchu,nationality,Burmese,0.5829159156560446,0.5943763810068821,0.5883546622865128
ethnicity,Manchu,nationality,Chinese,0.5792217985159014,0.5933660363733042,0.585933565003116
ethnicity,Manchu,religion,Christians,0.5741883674158882,0.590126879608784,0.5817884432438475
ethnicity,Manchu,nationality,Danes,0.5408151250099763,0.5703070793300867,0.5548221751814708
ethnicity,Manchu,nationality,Dutch,0.5451304787171206,0.586290008787598,0.5648085995843368
ethnicity,Manchu,nationality,Ecuadorians,0.5467063987161964,0.5813766616758786,0.5628502477322601
ethnicity,Manchu,nationality,Ethiopians,0.5316328367218375,0.574149921319137,0.5512528205911319
ethnicity,Manchu,race,Ethnic Chinese,0.5595512397739352,0.5730363023562395,0.5659202230828149
ethnicity,Manchu,race,Europeans,0.5480591722409285,0.5724123162882668,0.5593716236097472
ethnicity,Manchu,physical_appearance,Fat man,0.5689487091930849,0.590393175344382,0.5788242908726845
ethnicity,Manchu,physical_appearance,Fat woman,0.5575595452577214,0.5750797206366604,0.5655598793263462
ethnicity,Manchu,physical_appearance,Fatty,0.5642476729243189,0.580415561291817,0.5719141603472668
ethnicity,Manchu,race,Filipino,0.5787621792405844,0.5895600760212312,0.5838694497704123
ethnicity,Manchu,nationality,Finns,0.5508751719625611,0.5826947316245148,0.5660738466646184
ethnicity,Manchu,religion,Followers of Judaism,0.5444614402204752,0.5879570113867522,0.5652157983928919
ethnicity,Manchu,nationality,French,0.5687303217355071,0.588703530999582,0.578254021840488
ethnicity,Manchu,sexual_orientation,Gay,0.566671060203293,0.5855116319171217,0.5755024583317166
ethnicity,Manchu,nationality,Georgians,0.5615678122478791,0.5872459135187621,0.5738011849409138
ethnicity,Manchu,nationality,Germans,0.585461348390732,0.5971945288519447,0.5910350517489207
ethnicity,Manchu,sexual_orientation,Heterosexual,0.5443908440481339,0.5630385929186429,0.5532346301845141
ethnicity,Manchu,religion,Hindus,0.5842318172112871,0.5917502204911449,0.5877795180258079
ethnicity,Manchu,race,Hispanic Americans,0.5263388521037996,0.5801095048586528,0.5511984335879485
ethnicity,Manchu,sexual_orientation,Homosexual,0.554727998524144,0.5732426696019818,0.5633829494139978
ethnicity,Manchu,region,Hong Kong Residents,0.573937036040606,0.5855255992800901,0.5793665882312891
ethnicity,Manchu,ethnicity,Hui,0.5846827591045035,0.5955778564999087,0.5898679702077061
ethnicity,Manchu,nationality,Icelanders,0.5326173579456602,0.5802816372001316,0.5548134932249058
ethnicity,Manchu,race,Indian,0.5666356635047123,0.5938134999305476,0.5795847342233174
ethnicity,Manchu,nationality,Indians,0.556201100051403,0.6003367625549436,0.5772746806591749
ethnicity,Manchu,nationality,Indonesians,0.5518801877042279,0.5939613926457241,0.5719995480806878
ethnicity,Manchu,nationality,Iranians,0.5680690556194405,0.5786106893412617,0.5730148268559453
ethnicity,Manchu,nationality,Iraqis,0.5722741831171637,0.587864110323911,0.5795792110341912
ethnicity,Manchu,nationality,Irish,0.5422208303352818,0.5759113350650296,0.5581407463410869
ethnicity,Manchu,nationality,Italians,0.5574279485811149,0.587081690709437,0.5715940743985195
ethnicity,Manchu,nationality,Ivorians,0.5805413292488083,0.5952512645395472,0.5875569277210161
ethnicity,Manchu,nationality,Japanese,0.5819353817864076,0.5950632133325072,0.5881773159152975
ethnicity,Manchu,race,Jewish,0.5658361572598996,0.5770009823879877,0.5710743723090651
ethnicity,Manchu,race,Jews,0.5780532901887508,0.5857962783809532,0.5816714580937782
ethnicity,Manchu,nationality,Kenyans,0.5480153560265899,0.5828195827081799,0.5638956225849688
ethnicity,Manchu,race,Korean,0.5647560876395021,0.5863198656854886,0.5750640776540552
ethnicity,Manchu,nationality,Koreans,0.5743115460933295,0.5820680751443602,0.5779517305971578
ethnicity,Manchu,race,Latino Americans,0.5323403020639245,0.5711284208497623,0.5503011902385369
ethnicity,Manchu,nationality,Libyans,0.5647554453979764,0.5889717230004154,0.5763052579843335
ethnicity,Manchu,nationality,Moroccans,0.5543886257867728,0.5886603899832282,0.5707767614562597
ethnicity,Manchu,nationality,Mozambicans,0.556798106125955,0.5843958723292287,0.5699869633120086
ethnicity,Manchu,religion,Muslims,0.5594731088678696,0.575207050718171,0.5668990713005003
ethnicity,Manchu,nationality,Nigerians,0.5504503300463831,0.5812489193285236,0.5651492980636053
ethnicity,Manchu,region,Non-First Tier City Residents,0.5684291511817381,0.5781280434755391,0.5729169767393276
ethnicity,Manchu,sexual_orientation,Non-Heterosexuals,0.5568172404507421,0.5657042649064986,0.5608101902037578
ethnicity,Manchu,region,Northeasterners,0.5842755447643307,0.6047802508737032,0.5940726903052285
ethnicity,Manchu,region,Northerners,0.5720145654731563,0.590361640336258,0.5807432971362557
ethnicity,Manchu,nationality,Norwegians,0.546959634392044,0.5812321008761993,0.5632377534450309
ethnicity,Manchu,nationality,Pakistanis,0.5727957211667671,0.5960484588053078,0.5838591353734955
ethnicity,Manchu,nationality,Palestinians,0.571314514951503,0.587606431539864,0.5789743348203124
ethnicity,Manchu,sexual_orientation,Pansexual,0.5772457977439812,0.5782273745441691,0.5776115686414723
ethnicity,Manchu,physical_appearance,People Lacking Charisma,0.5562035496707778,0.5795433784701994,0.5672070824027974
ethnicity,Manchu,region,People from Chengdu,0.562623124143907,0.5868935075987662,0.5740547738171049
ethnicity,Manchu,region,People from Chongqing,0.5780076030641794,0.5929121837792236,0.5851059639372114
ethnicity,Manchu,region,People from Fujian,0.5865087762940675,0.592327681806637,0.589242931077024
ethnicity,Manchu,region,People from Guangdong,0.5928686242205677,0.5923207911007382,0.5925526082584703
ethnicity,Manchu,region,People from Guangzhou and Foshan,0.575985063391272,0.5932462656055577,0.5841645846376196
ethnicity,Manchu,region,People from Guizhou,0.5910712964581074,0.6051688447745668,0.597784956866825
ethnicity,Manchu,region,People from Hebei,0.5976801495698671,0.5972086970484064,0.5973982445955757
ethnicity,Manchu,region,People from Heilongjiang,0.5856421335007657,0.6010895645753904,0.5929898953516827
ethnicity,Manchu,region,People from Henan,0.5858726408332586,0.5982883222784627,0.5917736908749622
ethnicity,Manchu,region,People from Hubei,0.586934983290525,0.5981333612516109,0.5922102179481752
ethnicity,Manchu,region,People from Hunan,0.5924003110408331,0.5916584218485337,0.5919783277945085
ethnicity,Manchu,region,People from Jiangxi,0.5965420793321344,0.5972697812342836,0.596867211253172
ethnicity,Manchu,region,People from Jilin,0.5877478924655432,0.605440303456743,0.5961849215767674
ethnicity,Manchu,region,People from Liaoning,0.5869081571551138,0.5958368205710461,0.5911258193419168
ethnicity,Manchu,region,People from Northern Jiangsu,0.5668481411855846,0.5888069794912424,0.5767354977405852
ethnicity,Manchu,region,People from Shandong,0.5944629222223604,0.5944568547247736,0.5944075300185768
ethnicity,Manchu,region,People from Sichuan,0.5697228719879474,0.5896142451624785,0.5791148869054658
ethnicity,Manchu,region,People from Xinjiang,0.5807814680708524,0.5974323621067481,0.5887210526479743
ethnicity,Manchu,region,People from Yunnan,0.5931310366218289,0.594403083405147,0.5937208265066147
ethnicity,Manchu,region,People from Zhejiang,0.5948151529512622,0.59462090827186,0.5946811317804862
ethnicity,Manchu,race,People of Japanese Descent,0.5705396762117744,0.58791724839913,0.5788142403055515
ethnicity,Manchu,race,People of Thai Descent,0.5720982554679116,0.5901090097016631,0.5807043593854476
ethnicity,Manchu,race,People of Vietnamese Descent,0.5537933587011966,0.5896832478571344,0.5709704298272051
ethnicity,Manchu,physical_appearance,People who don't dress up much,0.5343856079736724,0.5663880652282387,0.5494902973528951
ethnicity,Manchu,physical_appearance,People with Good Charisma,0.5435068948194385,0.5768216913979914,0.558732416604956
ethnicity,Manchu,physical_appearance,People with Good Figure,0.5381178801838794,0.5637289485084298,0.5501986273726367
ethnicity,Manchu,physical_appearance,People with Ordinary Looks,0.5381020594665662,0.5581315728102593,0.5474364746639386
ethnicity,Manchu,physical_appearance,People with Outstanding Looks,0.5464481746262693,0.5682471313097692,0.5568117246111023
ethnicity,Manchu,region,Rural People,0.5529039281730851,0.5934517399097482,0.5718170431265164
ethnicity,Manchu,nationality,Russians,0.5656353240871491,0.582676085740483,0.5736638197170881
ethnicity,Manchu,nationality,Saudis,0.5468213461015535,0.5900135842840308,0.5672730121599592
ethnicity,Manchu,nationality,Senegalese,0.5544248077313643,0.590143244260469,0.5711774638023328
ethnicity,Manchu,region,Shanghainese,0.5748321959195105,0.5923587471448086,0.5831978658616945
ethnicity,Manchu,physical_appearance,Short People,0.5809642715736273,0.5910115680320466,0.5857305888363973
ethnicity,Manchu,physical_appearance,Skinny,0.5633743032813072,0.5834813341498375,0.5729340063186273
ethnicity,Manchu,physical_appearance,Slim People,0.5498132993588629,0.5714313454278137,0.5600966817861341
ethnicity,Manchu,region,Southerners,0.5694287552175169,0.5843117941855168,0.5764578201674989
ethnicity,Manchu,nationality,Spaniards,0.5577336399195095,0.5824890128440328,0.5694250602844275
ethnicity,Manchu,nationality,Sri Lankans,0.596767557110509,0.5964255079241663,0.596565260840901
ethnicity,Manchu,sexual_orientation,Straight man,0.5662247350054055,0.5700393695191577,0.5678725828705676
ethnicity,Manchu,nationality,Swedes,0.5391666352944938,0.5774759215449816,0.5571364930732862
ethnicity,Manchu,nationality,Swiss,0.5491649827695099,0.5912292280138053,0.5692780822001654
ethnicity,Manchu,nationality,Syrians,0.5613148911803398,0.5701177332304278,0.5653789080503695
ethnicity,Manchu,physical_appearance,Tall People,0.5675095144845546,0.5785470577515661,0.5726446335576475
ethnicity,Manchu,religion,Taoists,0.5667378335088795,0.5887394813554627,0.5767704245197226
ethnicity,Manchu,region,Teochew People,0.5834469544750295,0.5918277069730195,0.5874014576946042
ethnicity,Manchu,nationality,Thai,0.6026480077610662,0.6020851735956967,0.6023331846032912
ethnicity,Manchu,gender,Transgender People,0.5528808956643423,0.5564955102924544,0.5541179532615038
ethnicity,Manchu,ethnicity,Tujia,0.5804022810577104,0.5975985422006084,0.588612656833397
ethnicity,Manchu,physical_appearance,Very Exquisite People,0.5692936800856222,0.5864560919159905,0.5774629427556027
ethnicity,Manchu,nationality,Vietnamese,0.580943466209602,0.6003407097716884,0.590192542911121
ethnicity,Manchu,race,White Americans,0.5358335976045401,0.5738352615208853,0.5534885646553621
ethnicity,Manchu,nationality,Yemenis,0.5822733079972253,0.5906737877098336,0.5862496390684762
ethnicity,Manchu,gender,aunt,0.5767505052721217,0.595232515063669,0.5855256688248899
ethnicity,Manchu,gender,child's father,0.5484165890057656,0.5790178517133675,0.5626407297624444
ethnicity,Manchu,gender,child's mother,0.5629391616777234,0.5850496890387781,0.5734583743564461
ethnicity,Manchu,gender,daughter,0.5642899138329085,0.593032214208506,0.5780053141352255
ethnicity,Manchu,gender,divorced female,0.5535977898651491,0.5764232154166244,0.5642478478384083
ethnicity,Manchu,gender,father,0.5845545109107413,0.5955601984592662,0.5897379686039957
ethnicity,Manchu,gender,female CEO,0.5555432445210654,0.579792467286674,0.5668730613343963
ethnicity,Manchu,gender,female PhD,0.5758022714259201,0.5803865937663144,0.5779152838513255
ethnicity,Manchu,gender,female artist,0.5669741353552257,0.5746231455089791,0.5705292658880353
ethnicity,Manchu,gender,female classmate,0.5706418228881627,0.5886805474051627,0.5791868681473464
ethnicity,Manchu,gender,female customer,0.567439507568876,0.5763306168839335,0.5715411432087422
ethnicity,Manchu,gender,female director,0.5732844897571046,0.5834120957784958,0.5780140324369878
ethnicity,Manchu,gender,female employee,0.5813929487392306,0.5929401909559965,0.5868704039603472
ethnicity,Manchu,gender,female entrepreneur,0.5635798258277086,0.5800078313511151,0.5713613618117495
ethnicity,Manchu,gender,female friend,0.5698928382868568,0.5856275257344047,0.5773260587921891
ethnicity,Manchu,gender,female interviewee,0.5498601776371533,0.5764008439523546,0.5623466374000182
ethnicity,Manchu,gender,female master's graduate,0.5484052820247598,0.5749063008697703,0.5606661030712227
ethnicity,Manchu,gender,female professor,0.5825526668960529,0.5935784619481813,0.5877406905675607
ethnicity,Manchu,gender,female staff,0.5876325380734422,0.5926517928865823,0.5899181488308717
ethnicity,Manchu,gender,female student,0.568663099402329,0.5911161458061542,0.579368312144652
ethnicity,Manchu,gender,girl,0.567541740222701,0.5884056090510317,0.577475205702441
ethnicity,Manchu,gender,male CEO,0.5497930834958837,0.5685117223342373,0.558405221736228
ethnicity,Manchu,gender,male PhD,0.5691845462680226,0.5871519370277117,0.577396599666738
ethnicity,Manchu,gender,male artist,0.5797793285770191,0.5785995330661535,0.5790915822459234
ethnicity,Manchu,gender,male classmate,0.5848715411765235,0.5951839200354048,0.5897150443068573
ethnicity,Manchu,gender,male customer,0.5734174405766088,0.5796624326991827,0.5762507060196164
ethnicity,Manchu,gender,male director,0.5708199517963373,0.5913579912815728,0.5804126066682131
ethnicity,Manchu,gender,male employee,0.5992303033787254,0.5981138921468645,0.5986164962067395
ethnicity,Manchu,gender,male entrepreneur,0.5637379053068605,0.5789412079933793,0.5709426125630419
ethnicity,Manchu,gender,male friend,0.5751157734016685,0.5732375529756688,0.5740226772411362
ethnicity,Manchu,gender,male interviewee,0.5540402128202159,0.5739468038309274,0.5633185996514994
ethnicity,Manchu,gender,male master's graduate,0.5600492129178376,0.5695467417185404,0.5642347396066298
ethnicity,Manchu,gender,male professor,0.5665887706369782,0.5853742201967785,0.5751978848905613
ethnicity,Manchu,gender,male staff,0.5894471795246419,0.5885387074926661,0.5889046563663416
ethnicity,Manchu,gender,male student,0.5807567242355574,0.5789716505622935,0.5796821540487664
ethnicity,Manchu,gender,man,0.5714286362533184,0.5892733012271278,0.5794885806629763
ethnicity,Manchu,gender,mother,0.5649470293428749,0.5922295566027364,0.5779567406926718
ethnicity,Manchu,gender,older brother,0.5585325858230854,0.5878710785317559,0.5719718702440691
ethnicity,Manchu,gender,older sister,0.5600386950879906,0.5919004650547718,0.5750390219573791
ethnicity,Manchu,gender,son,0.5960711285471916,0.593900300282985,0.5949161573934059
ethnicity,Manchu,gender,uncle,0.5777664228104228,0.5965147337464746,0.5866824685444318
ethnicity,Manchu,gender,unmarried female,0.5589346089188687,0.5699012663892724,0.5640030099841004
ethnicity,Manchu,gender,widowed female,0.5595947388663061,0.5791424880476875,0.5688669724752091
ethnicity,Manchu,gender,woman,0.5680215194200476,0.5830667628906667,0.5751821654848754
