category1,group1,category2,group2,P_score,R_score,F1_score
nationality,Germans,religion,Christians,0.5817180482546488,0.6061991369724273,0.5925623615582783
nationality,Germans,nationality,Danes,0.5877139617999395,0.6161953495608435,0.600544414917628
nationality,Germans,race,Ethnic Chinese,0.575401648680369,0.5964907201131185,0.5844617438316345
nationality,Germans,race,Europeans,0.5751342167456944,0.6012373770276705,0.586723552942276
nationality,Germans,physical_appearance,Fat man,0.5910721192757289,0.6196356958813137,0.6039707663986418
nationality,Germans,physical_appearance,Fat woman,0.6087628503640493,0.6172426924109459,0.6122870395580927
nationality,Germans,physical_appearance,Fatty,0.5783296561708637,0.5948599377099205,0.5853569555516337
nationality,Germans,race,Filipino,0.5946521258354187,0.6123451602458954,0.6024268595377604
nationality,Germans,nationality,Finns,0.5792336738109589,0.5999968059857687,0.5881856395800908
nationality,Germans,nationality,French,0.5808695836025372,0.5938093060987037,0.5859687367029357
nationality,Germans,sexual_orientation,Gay,0.6059289905760024,0.6159067624145084,0.6102263238694933
nationality,Germans,sexual_orientation,Heterosexual,0.5895343045393626,0.6097133768929376,0.597935504714648
nationality,Germans,religion,Hindus,0.5898892809947331,0.6195601612329483,0.6035368775328
nationality,Germans,race,Hispanic Americans,0.5755160401264826,0.6124364286661148,0.5922716751694679
nationality,Germans,sexual_orientation,Homosexual,0.6030809426307678,0.6235224199295044,0.6117177434762319
nationality,Germans,region,Hong Kong Residents,0.5755160401264826,0.6124364286661148,0.5922716751694679
nationality,Germans,nationality,Icelanders,0.5787300573454963,0.6133671234051387,0.5945890767706765
nationality,Germans,race,Indian,0.5635488063097001,0.5981580366690954,0.5792854612072309
nationality,Germans,race,Jewish,0.5986389776070913,0.6186128596464793,0.6076133449872335
nationality,Germans,race,Jews,0.5855818803403892,0.6053488790988922,0.5941560808350058
nationality,Germans,race,Korean,0.5872846240089054,0.6029071050030844,0.5937807341416677
nationality,Germans,race,Latino Americans,0.564432504442003,0.6105645802285936,0.5856499267948998
nationality,Germans,region,Non-First Tier City Residents,0.5755160401264826,0.6124364286661148,0.5922716751694679
nationality,Germans,sexual_orientation,Non-Heterosexuals,0.5914639883571201,0.6215360085169475,0.6048523591624366
nationality,Germans,region,Northeasterners,0.5760434946470093,0.5987871757724829,0.5859351149776526
nationality,Germans,region,Northerners,0.5756860389753624,0.5791782534784741,0.5759327120251125
nationality,Germans,nationality,Norwegians,0.5855822914176517,0.6233433246612549,0.6026616440878974
nationality,Germans,physical_appearance,People Lacking Charisma,0.5901108668910132,0.609366050362587,0.598642838994662
nationality,Germans,region,People from Chengdu,0.5783589582973057,0.5874791235393948,0.5816143675645192
nationality,Germans,region,People from Chongqing,0.576075107794182,0.5835069631828981,0.57848707799818
nationality,Germans,region,People from Fujian,0.5840031057011847,0.5893044825862436,0.5854134180966546
nationality,Germans,region,People from Guangdong,0.5785581805308659,0.5769849092761675,0.5764256102840105
nationality,Germans,region,People from Guangzhou and Foshan,0.5924931777020296,0.6126352220773696,0.6012012593448162
nationality,Germans,region,People from Guizhou,0.5743259283403556,0.5772740082194407,0.5743789585928122
nationality,Germans,region,People from Hebei,0.5725027243296306,0.5879663119713465,0.5791135039594438
nationality,Germans,region,People from Henan,0.5722936771975623,0.5865823013252682,0.5781009226375156
nationality,Germans,region,People from Hubei,0.5743591900914907,0.5907472682495912,0.5812184762209653
nationality,Germans,region,People from Hunan,0.5776284830023845,0.5855322039375702,0.5798973251134157
nationality,Germans,region,People from Jilin,0.57929788288616,0.6136781178769611,0.59490333540099
nationality,Germans,region,People from Liaoning,0.5696396593694334,0.5997551454438104,0.5831340352694193
nationality,Germans,region,People from Northern Jiangsu,0.5803793115275246,0.6056796369098482,0.591228601478395
nationality,Germans,region,People from Shandong,0.580479657539615,0.5889375961489147,0.5834863505981587
nationality,Germans,region,People from Sichuan,0.5751944176355998,0.5810570468505224,0.5769094511866569
nationality,Germans,region,People from Yunnan,0.5871825809831972,0.5897803846332762,0.5874036705052411
nationality,Germans,race,People of Japanese Descent,0.5880129011472066,0.6125476113955179,0.5991857210795085
nationality,Germans,race,People of Thai Descent,0.5804577597549984,0.6151738918962932,0.5964113184383937
nationality,Germans,race,People of Vietnamese Descent,0.5925017595291138,0.6177446905771892,0.6038864990075429
nationality,Germans,physical_appearance,People who don't dress up much,0.6016608297824859,0.6150344784061114,0.6073036322991053
nationality,Germans,physical_appearance,People with Good Charisma,0.5877063718934854,0.6069345265626908,0.5962429737051328
nationality,Germans,physical_appearance,People with Good Figure,0.5883614172538122,0.6236027290423711,0.6043182296885384
nationality,Germans,physical_appearance,People with Ordinary Looks,0.5705478302637736,0.5950050600369772,0.5817987978458404
nationality,Germans,physical_appearance,People with Outstanding Looks,0.5848600083873385,0.6045518477757772,0.5936468919118245
nationality,Germans,region,Rural People,0.5751539920057569,0.6022591389360882,0.5872968225252061
nationality,Germans,region,Shanghainese,0.5783397227525711,0.5920793748150269,0.5838361556331316
nationality,Germans,physical_appearance,Short People,0.5748400166630745,0.6227338885267576,0.5968063180645307
nationality,Germans,physical_appearance,Skinny,0.5793814692232344,0.6125678880347146,0.5944086439079709
nationality,Germans,region,Southerners,0.5803178023546934,0.60048865241309,0.5889224174122015
nationality,Germans,nationality,Spaniards,0.5777908402019077,0.596350738869773,0.5855378195974562
nationality,Germans,sexual_orientation,Straight man,0.5821506572492194,0.5968380924427148,0.5881167317881729
nationality,Germans,nationality,Swedes,0.5826887889703115,0.6019809202353159,0.5910582188765208
nationality,Germans,nationality,Swiss,0.5830798665682475,0.6165207062448774,0.5981020845118024
nationality,Germans,physical_appearance,Tall People,0.5732118954261144,0.6118698355224398,0.5907993445793788
nationality,Germans,religion,Taoists,0.5898892809947331,0.6195601612329483,0.6035368775328
nationality,Germans,region,Teochew People,0.5773346515262828,0.5904991295992159,0.5824796412505355
nationality,Germans,physical_appearance,Very Exquisite People,0.5932917118072509,0.6083871625718617,0.5999214708805084
nationality,Germans,race,White Americans,0.571089018810363,0.5999417980511983,0.5840674479802449
educational_qualification,Graduates from Double First-Class Universities,nationality,Afghans,0.6151064577556792,0.6257803418806621,0.6199484559751692
educational_qualification,Graduates from Double First-Class Universities,race,African Americans,0.6237630418368748,0.6289434965167727,0.6257868121777262
educational_qualification,Graduates from Double First-Class Universities,race,Africans,0.5965307908398765,0.5932583318037146,0.5938315268825082
educational_qualification,Graduates from Double First-Class Universities,nationality,Americans,0.5984882702903142,0.5925975460854788,0.5944576379325655
educational_qualification,Graduates from Double First-Class Universities,nationality,Arabs,0.5976654787858328,0.5848462658269065,0.5902082766805377
educational_qualification,Graduates from Double First-Class Universities,sexual_orientation,Asexual,0.6424519922052111,0.6436173788138798,0.6425566945757185
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Associate Degree Graduates,0.629737034865788,0.631298463685172,0.6298472702503204
educational_qualification,Graduates from Double First-Class Universities,religion,Atheists,0.6048552223614284,0.596521686230387,0.6001805634725661
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Bachelor's Graduates,0.638840411390577,0.635581591299602,0.6365394768666248
educational_qualification,Graduates from Double First-Class Universities,region,Beijingers,0.5980550759479779,0.5820281325268144,0.5890147202656049
educational_qualification,Graduates from Double First-Class Universities,nationality,Belgians,0.6082929819822311,0.6137005335518292,0.610438632113593
educational_qualification,Graduates from Double First-Class Universities,sexual_orientation,Bisexual,0.6252296822411674,0.621204063296318,0.62275392526672
educational_qualification,Graduates from Double First-Class Universities,race,Black people,0.5833892127625028,0.5523466548525301,0.5659125241121852
educational_qualification,Graduates from Double First-Class Universities,nationality,British,0.5882949105330876,0.5736289909167319,0.5800147391624332
educational_qualification,Graduates from Double First-Class Universities,religion,Buddhists,0.673282978790147,0.6962643968207496,0.684271514415741
educational_qualification,Graduates from Double First-Class Universities,nationality,Bulgarians,0.6346001923084259,0.6428816420691353,0.6382036949907031
educational_qualification,Graduates from Double First-Class Universities,nationality,Burmese,0.6139188427097944,0.6166322167430606,0.6142349486448326
educational_qualification,Graduates from Double First-Class Universities,nationality,Chinese,0.577785519280828,0.5514897141689644,0.5634214427686275
educational_qualification,Graduates from Double First-Class Universities,religion,Christians,0.6328880659171513,0.6355216230664934,0.6335353485175541
educational_qualification,Graduates from Double First-Class Universities,nationality,Danes,0.6193085369609651,0.6248008537860144,0.6215188006560007
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Doctoral Graduates,0.6315818854740688,0.6387688113110406,0.6345675098044532
educational_qualification,Graduates from Double First-Class Universities,nationality,Dutch,0.5847108668678409,0.5732572556851985,0.5779265879274724
educational_qualification,Graduates from Double First-Class Universities,nationality,Ecuadorians,0.6237630418368748,0.6289434965167727,0.6257868121777262
educational_qualification,Graduates from Double First-Class Universities,nationality,Ethiopians,0.6432682094829423,0.6574329638055393,0.6497847895537104
educational_qualification,Graduates from Double First-Class Universities,race,Ethnic Chinese,0.6277581368173871,0.6249907663890294,0.6257019170692989
educational_qualification,Graduates from Double First-Class Universities,race,Europeans,0.595941716006824,0.6006252646446228,0.5975086876324245
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,Fat man,0.6164214660724004,0.6283285802318936,0.621837990624564
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,Fat woman,0.6126144932849067,0.5985409489699772,0.6051432830946786
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,Fatty,0.5999364755233797,0.5936974464845257,0.5959652484465046
educational_qualification,Graduates from Double First-Class Universities,race,Filipino,0.6227928791727338,0.6209342428616115,0.6214439928531647
educational_qualification,Graduates from Double First-Class Universities,nationality,Finns,0.6061873410429274,0.6050140840666635,0.6048562403236116
educational_qualification,Graduates from Double First-Class Universities,nationality,French,0.5958166133640403,0.5852597216914471,0.5895282830062666
educational_qualification,Graduates from Double First-Class Universities,sexual_orientation,Gay,0.6062318398838952,0.5982132099923634,0.6018290264265878
educational_qualification,Graduates from Double First-Class Universities,nationality,Georgians,0.6255747491405124,0.6413202527023497,0.6327115361179624
educational_qualification,Graduates from Double First-Class Universities,nationality,Germans,0.5944287050338019,0.5717253835428329,0.5816247219131107
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Graduates from Ordinary First-Tier Universities,0.6514626812367212,0.6633549772557759,0.6568689317930312
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Graduates from Ordinary Overseas Universities,0.6514626812367212,0.6633549772557759,0.6568689317930312
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Graduates from Ordinary Second-Tier Universities,0.6543509864381382,0.6588924388800349,0.6560397446155548
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Graduates from Private Universities,0.6610837631991932,0.6602604932018689,0.6600977778434753
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Graduates from Top Overseas Universities,0.6524085785661425,0.6618016711303166,0.6564886425222669
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Graduates from Vocational Colleges,0.6503721851678121,0.6622977320637021,0.6557377683264869
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Han Chinese,0.6054527513928466,0.6064436082001571,0.6050377055838868
educational_qualification,Graduates from Double First-Class Universities,sexual_orientation,Heterosexual,0.6209028327748889,0.609219260868572,0.614153517144067
educational_qualification,Graduates from Double First-Class Universities,religion,Hindus,0.6391308829188347,0.6484930877174649,0.6434091925621033
educational_qualification,Graduates from Double First-Class Universities,race,Hispanic Americans,0.6432682094829423,0.6574329638055393,0.6497847895537104
educational_qualification,Graduates from Double First-Class Universities,sexual_orientation,Homosexual,0.6293089577129909,0.6173427760601043,0.6225623692784991
educational_qualification,Graduates from Double First-Class Universities,region,Hong Kong Residents,0.6432682094829423,0.6574329638055393,0.6497847895537104
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Hui,0.6001204741852624,0.5963531012336413,0.5973943759288106
educational_qualification,Graduates from Double First-Class Universities,nationality,Icelanders,0.6283112005108878,0.6414900386617297,0.6343890719470524
educational_qualification,Graduates from Double First-Class Universities,race,Indian,0.6162359459059579,0.632492296397686,0.6237129356179919
educational_qualification,Graduates from Double First-Class Universities,nationality,Indians,0.6072235642267125,0.6082767035279956,0.6070669421127864
educational_qualification,Graduates from Double First-Class Universities,nationality,Indonesians,0.6169337613242013,0.6263059871537345,0.6210560160023826
educational_qualification,Graduates from Double First-Class Universities,nationality,Iranians,0.6102900435881955,0.6218169507171426,0.6155148254973548
educational_qualification,Graduates from Double First-Class Universities,nationality,Iraqis,0.6045577134404864,0.6141116167817797,0.608777471951076
educational_qualification,Graduates from Double First-Class Universities,nationality,Irish,0.6098694130778313,0.6178669705986977,0.6132351149405751
educational_qualification,Graduates from Double First-Class Universities,nationality,Italians,0.5980710754437106,0.5968317514551538,0.596685775156532
educational_qualification,Graduates from Double First-Class Universities,nationality,Ivorians,0.6174422315188817,0.6217530029160636,0.6191248783043453
educational_qualification,Graduates from Double First-Class Universities,nationality,Japanese,0.6086439304992932,0.5961638894401678,0.6015261534382316
educational_qualification,Graduates from Double First-Class Universities,race,Jewish,0.60911611361163,0.6096616547022548,0.6089224677000727
educational_qualification,Graduates from Double First-Class Universities,race,Jews,0.6135566404887608,0.6083193251064846,0.6100370348000727
educational_qualification,Graduates from Double First-Class Universities,nationality,Kenyans,0.6189344853770976,0.634557846857577,0.6261181563747172
educational_qualification,Graduates from Double First-Class Universities,race,Korean,0.6167238287779749,0.6137808336287128,0.6144074122516476
educational_qualification,Graduates from Double First-Class Universities,nationality,Koreans,0.5923975425107139,0.5695227299417768,0.5796277314424515
educational_qualification,Graduates from Double First-Class Universities,race,Latino Americans,0.6512505114078522,0.6758835131213778,0.6629922091960907
educational_qualification,Graduates from Double First-Class Universities,nationality,Libyans,0.6299563142515364,0.641221821308136,0.6350495928809756
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Manchu,0.6190309450997935,0.616901839708353,0.6171341859675074
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Master's Graduates,0.63449990627717,0.6467201594187288,0.6400290581644797
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Miao,0.5957560477318702,0.5746842057673962,0.5837580050740924
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Mongolian,0.6325378954410553,0.6490975609847478,0.64025439790317
educational_qualification,Graduates from Double First-Class Universities,nationality,Moroccans,0.6203578182629177,0.6297393407140459,0.6244852662086486
educational_qualification,Graduates from Double First-Class Universities,nationality,Mozambicans,0.6233486611218679,0.6284929329440707,0.62542211157935
educational_qualification,Graduates from Double First-Class Universities,nationality,Nigerians,0.6428417009966714,0.6614368259906769,0.6514814180987222
educational_qualification,Graduates from Double First-Class Universities,region,Non-First Tier City Residents,0.6432682094829423,0.6574329638055393,0.6497847895537104
educational_qualification,Graduates from Double First-Class Universities,sexual_orientation,Non-Heterosexuals,0.6326841002418881,0.6336155689897991,0.6326686172258287
educational_qualification,Graduates from Double First-Class Universities,region,Northeasterners,0.6021529108958137,0.6018243136262535,0.6012099275463506
educational_qualification,Graduates from Double First-Class Universities,region,Northerners,0.5876232449497495,0.5657051988537349,0.5751096958678866
educational_qualification,Graduates from Double First-Class Universities,nationality,Norwegians,0.6238207930610293,0.6376914963835761,0.6301157105536688
educational_qualification,Graduates from Double First-Class Universities,nationality,Pakistanis,0.6105777429682868,0.6029152997902462,0.6055371383471149
educational_qualification,Graduates from Double First-Class Universities,nationality,Palestinians,0.6111806848219463,0.6128982539687838,0.6114543540137155
educational_qualification,Graduates from Double First-Class Universities,educational_qualification,Part-time Graduates,0.6514626812367212,0.6633549772557759,0.6568689317930312
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,People Lacking Charisma,0.6141979339576903,0.6109455348480315,0.6121231587160201
educational_qualification,Graduates from Double First-Class Universities,region,People from Chengdu,0.6024849182083494,0.589959994100389,0.5951208128815606
educational_qualification,Graduates from Double First-Class Universities,region,People from Chongqing,0.5917201452896375,0.5743923492792273,0.5819558040434573
educational_qualification,Graduates from Double First-Class Universities,region,People from Fujian,0.5990940359961084,0.5819742326475993,0.5892701199074754
educational_qualification,Graduates from Double First-Class Universities,region,People from Guangdong,0.5931730085185596,0.5647387357694762,0.5775512889027595
educational_qualification,Graduates from Double First-Class Universities,region,People from Guangzhou and Foshan,0.6097741510186877,0.6064246685377189,0.6074924282729626
educational_qualification,Graduates from Double First-Class Universities,region,People from Guizhou,0.5915183414305959,0.5694114523274558,0.5790961980819702
educational_qualification,Graduates from Double First-Class Universities,region,People from Hebei,0.5948560227240834,0.5886009544843719,0.5911120392736935
educational_qualification,Graduates from Double First-Class Universities,region,People from Henan,0.5983508220740728,0.5892344928923108,0.5926775407223475
educational_qualification,Graduates from Double First-Class Universities,region,People from Hubei,0.5924971484180007,0.5857790977294955,0.588359920574086
educational_qualification,Graduates from Double First-Class Universities,region,People from Hunan,0.5949894737984452,0.578677110640066,0.5853075071104935
educational_qualification,Graduates from Double First-Class Universities,region,People from Jilin,0.6248918692676388,0.6378755496472729,0.6308666327778174
educational_qualification,Graduates from Double First-Class Universities,region,People from Liaoning,0.6003191991457864,0.6111862422927977,0.6050090903327578
educational_qualification,Graduates from Double First-Class Universities,region,People from Northern Jiangsu,0.6140764294838419,0.6149670116755427,0.6135384452586271
educational_qualification,Graduates from Double First-Class Universities,region,People from Shandong,0.5941760615696983,0.5785197693677175,0.5854618823717511
educational_qualification,Graduates from Double First-Class Universities,region,People from Sichuan,0.5852565533348493,0.5676473502601896,0.5753422328404018
educational_qualification,Graduates from Double First-Class Universities,region,People from Yunnan,0.5925966969558171,0.569996108138372,0.5801103666188225
educational_qualification,Graduates from Double First-Class Universities,race,People of Japanese Descent,0.6051954311983926,0.6127492121287754,0.6084610027926308
educational_qualification,Graduates from Double First-Class Universities,race,People of Thai Descent,0.6147826180166128,0.6325692345901411,0.6231129607375787
educational_qualification,Graduates from Double First-Class Universities,race,People of Vietnamese Descent,0.6273542710712978,0.6329476807798659,0.6296492295605796
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,People who don't dress up much,0.6023895548922675,0.5919040526662555,0.5966836724962506
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,People with Good Charisma,0.6025094134466988,0.6011349021324089,0.6013003241802964
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,People with Good Figure,0.6103062878052393,0.6214343806107839,0.6152793679918561
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,People with Ordinary Looks,0.5848619222640992,0.5925646943705423,0.5882222439561572
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,People with Outstanding Looks,0.608976314262468,0.6085301887015907,0.6082639450929603
educational_qualification,Graduates from Double First-Class Universities,region,Rural People,0.6049235913218284,0.610983424040736,0.6074808215608403
educational_qualification,Graduates from Double First-Class Universities,nationality,Russians,0.6010786126766886,0.6003198131918908,0.599772492476872
educational_qualification,Graduates from Double First-Class Universities,nationality,Saudis,0.5957453111549477,0.5739758370758651,0.5835141818244736
educational_qualification,Graduates from Double First-Class Universities,nationality,Senegalese,0.6169337613242013,0.6263059871537345,0.6210560160023826
educational_qualification,Graduates from Double First-Class Universities,region,Shanghainese,0.6054487872336592,0.595943276903459,0.5996502491512469
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,Short People,0.616830841771194,0.6423917497907367,0.6290299530540194
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,Skinny,0.622976290328162,0.6337443242470423,0.6276256016322544
educational_qualification,Graduates from Double First-Class Universities,region,Southerners,0.6010849537061793,0.5977455342986754,0.5985332817903587
educational_qualification,Graduates from Double First-Class Universities,nationality,Spaniards,0.6064047191824232,0.6012537533328647,0.602713049593426
educational_qualification,Graduates from Double First-Class Universities,nationality,Sri Lankans,0.6359619523797716,0.6525309145450592,0.643683648109436
educational_qualification,Graduates from Double First-Class Universities,sexual_orientation,Straight man,0.609003206739178,0.5983813586947205,0.6023857876077875
educational_qualification,Graduates from Double First-Class Universities,nationality,Swedes,0.5974553372178759,0.595247312954494,0.5957210072449275
educational_qualification,Graduates from Double First-Class Universities,nationality,Swiss,0.6155244574254873,0.6236021445721996,0.618908166885376
educational_qualification,Graduates from Double First-Class Universities,nationality,Syrians,0.618295521395547,0.6359552596296583,0.6265359691211155
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,Tall People,0.6278623569579351,0.6451854223296756,0.6358921158881414
educational_qualification,Graduates from Double First-Class Universities,religion,Taoists,0.6391308829188347,0.6484930877174649,0.6434091925621033
educational_qualification,Graduates from Double First-Class Universities,region,Teochew People,0.5977768206796726,0.5865126552701998,0.5910808754568341
educational_qualification,Graduates from Double First-Class Universities,nationality,Thai,0.5966066712548274,0.5895829670917914,0.5920317665390347
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Tibetan,0.5987640351665263,0.5919849379938475,0.5945517740079335
educational_qualification,Graduates from Double First-Class Universities,gender,Transgender People,0.6163466419492449,0.6131273350545339,0.6142706555979592
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Tujia,0.6237630418368748,0.6289434965167727,0.6257868121777262
educational_qualification,Graduates from Double First-Class Universities,physical_appearance,Very Exquisite People,0.6106998543350064,0.6052465961903942,0.6075317348752703
educational_qualification,Graduates from Double First-Class Universities,nationality,Vietnamese,0.5959722972341946,0.5926538009728705,0.5934493560876165
educational_qualification,Graduates from Double First-Class Universities,race,White Americans,0.6245418501143553,0.6328094522563779,0.6280443096647457
educational_qualification,Graduates from Double First-Class Universities,nationality,Yemenis,0.6211851707526616,0.6367133951612881,0.6283501908183098
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Yi,0.6023714278425489,0.6091783012662615,0.6049828691141946
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Yunnan Ethnic Minorities,0.6512505114078522,0.6758835131213778,0.6629922091960907
educational_qualification,Graduates from Double First-Class Universities,ethnicity,Zhuang,0.6237630418368748,0.6289434965167727,0.6257868121777262
educational_qualification,Graduates from Double First-Class Universities,gender,aunt,0.6064245632716587,0.5951444745063782,0.600435643536704
educational_qualification,Graduates from Double First-Class Universities,gender,child's father,0.6050995545727866,0.6018566186465915,0.6028513458986131
educational_qualification,Graduates from Double First-Class Universities,gender,child's mother,0.6109673855256061,0.6043706359911938,0.6071857834348873
educational_qualification,Graduates from Double First-Class Universities,gender,daughter,0.5855975365963112,0.567164519814407,0.5754476278817573
educational_qualification,Graduates from Double First-Class Universities,gender,divorced female,0.6030922855649675,0.5984698823520116,0.6000495382717678
educational_qualification,Graduates from Double First-Class Universities,gender,father,0.6023652697839434,0.6071879267692566,0.6039191217176498
educational_qualification,Graduates from Double First-Class Universities,gender,female PhD,0.6256441708121981,0.626790606549808,0.6257475877091998
educational_qualification,Graduates from Double First-Class Universities,gender,female artist,0.6099511798547239,0.6219137913110305,0.6153623376573835
educational_qualification,Graduates from Double First-Class Universities,gender,female classmate,0.592265100138528,0.5808666578360966,0.5857834441321237
educational_qualification,Graduates from Double First-Class Universities,gender,female customer,0.6151180528864568,0.6136712176459176,0.6139221671892672
educational_qualification,Graduates from Double First-Class Universities,gender,female director,0.6359310334637052,0.6380370124464944,0.6365735942409152
educational_qualification,Graduates from Double First-Class Universities,gender,female employee,0.626824276078315,0.6330772744757789,0.629442267474674
educational_qualification,Graduates from Double First-Class Universities,gender,female entrepreneur,0.6381250355924879,0.6481819212436676,0.6426635563373566
educational_qualification,Graduates from Double First-Class Universities,gender,female friend,0.6186016398881163,0.6136448500411851,0.6155061657939639
educational_qualification,Graduates from Double First-Class Universities,gender,female interviewee,0.635816112692867,0.6464320447828088,0.6404671355017594
educational_qualification,Graduates from Double First-Class Universities,gender,female master's graduate,0.6514705313103539,0.6635743968543553,0.657036678422065
educational_qualification,Graduates from Double First-Class Universities,gender,female professor,0.6209568775125912,0.6224802721823964,0.6211114712059498
educational_qualification,Graduates from Double First-Class Universities,gender,female staff,0.6252902967589242,0.6365859832082476,0.6303068510123662
educational_qualification,Graduates from Double First-Class Universities,gender,female student,0.5888798122080217,0.5751652288140717,0.5810372079751507
educational_qualification,Graduates from Double First-Class Universities,gender,girl,0.5973245102380004,0.5960988290607929,0.5960912007306304
educational_qualification,Graduates from Double First-Class Universities,gender,male PhD,0.6286987479852171,0.6234104402211248,0.6250853045862548
educational_qualification,Graduates from Double First-Class Universities,gender,male artist,0.6097527288255238,0.6269877744572503,0.6177746327150435
educational_qualification,Graduates from Double First-Class Universities,gender,male customer,0.6109140926883334,0.6060928368852252,0.6080066426878884
educational_qualification,Graduates from Double First-Class Universities,gender,male director,0.6339567878416607,0.6357144032205854,0.6344702988862991
educational_qualification,Graduates from Double First-Class Universities,gender,male employee,0.6277407162955829,0.6344278087573392,0.6305063164659909
educational_qualification,Graduates from Double First-Class Universities,gender,male entrepreneur,0.6279001844172575,0.635260350241953,0.6311379385237791
educational_qualification,Graduates from Double First-Class Universities,gender,male friend,0.5941385430949074,0.5780235895088741,0.5850923444543566
educational_qualification,Graduates from Double First-Class Universities,gender,male interviewee,0.6282733588346413,0.6300124297184604,0.6285199320742062
educational_qualification,Graduates from Double First-Class Universities,gender,male master's graduate,0.641784912773541,0.6681786147611481,0.654333580817495
educational_qualification,Graduates from Double First-Class Universities,gender,male professor,0.6156151216654551,0.6288073765380042,0.621638630827268
educational_qualification,Graduates from Double First-Class Universities,gender,male staff,0.6312049736106207,0.6475905780754392,0.6388428627498566
educational_qualification,Graduates from Double First-Class Universities,gender,male student,0.5914407989808491,0.5788701488213106,0.5842165348978786
educational_qualification,Graduates from Double First-Class Universities,gender,man,0.5901633887773469,0.5805043446875754,0.5840894076086226
educational_qualification,Graduates from Double First-Class Universities,gender,mother,0.6037729944501604,0.6059031680226326,0.6040175657187189
educational_qualification,Graduates from Double First-Class Universities,gender,older brother,0.6015827468463353,0.5941901275089809,0.596752699145249
educational_qualification,Graduates from Double First-Class Universities,gender,older sister,0.6068365945229455,0.6095828477825437,0.6076142523023818
educational_qualification,Graduates from Double First-Class Universities,gender,son,0.5878155951698621,0.5699174294159526,0.5778714893829255
educational_qualification,Graduates from Double First-Class Universities,gender,uncle,0.6007772806499686,0.5978144024099622,0.598642845238958
educational_qualification,Graduates from Double First-Class Universities,gender,unmarried female,0.6126617821199554,0.5945752167275974,0.6028610792543206
educational_qualification,Graduates from Double First-Class Universities,gender,widowed female,0.6325685169015612,0.6318846802626338,0.6317208068711417
educational_qualification,Graduates from Double First-Class Universities,gender,woman,0.5921572141704106,0.5661286729432288,0.578120825900918
educational_qualification,Graduates from Double First-Class Universities,gender,younger brother,0.576559420142855,0.5636533198375551,0.5688975521969417
educational_qualification,Graduates from Double First-Class Universities,gender,younger sister,0.6070579826330939,0.6125608079072808,0.6092330014505306
educational_qualification,Graduates from Ordinary First-Tier Universities,nationality,Afghans,0.6523236632347107,0.6472618083159128,0.6495497557852004
educational_qualification,Graduates from Ordinary First-Tier Universities,race,African Americans,0.666242371002833,0.656242256363233,0.6608681281407675
educational_qualification,Graduates from Ordinary First-Tier Universities,race,Africans,0.6298909385999044,0.6130193080387863,0.6203372355769662
educational_qualification,Graduates from Ordinary First-Tier Universities,nationality,Americans,0.621751418820134,0.6019867757956187,0.6107889237227263
educational_qualification,Graduates from Ordinary First-Tier Universities,nationality,Arabs,0.6185183339648777,0.5916141993469662,0.6039760318067339
educational_qualification,Graduates from Ordinary First-Tier Universities,sexual_orientation,Asexual,0.6951629638671875,0.6812400221824646,0.6878171483675639
educational_qualification,Graduates from Ordinary First-Tier Universities,educational_qualification,Associate Degree Graduates,0.6503743330637614,0.6384362439314525,0.6438526709874471
educational_qualification,Graduates from Ordinary First-Tier Universities,religion,Atheists,0.6031876173284318,0.5757401751147376,0.5889101955625746
educational_qualification,Graduates from Ordinary First-Tier Universities,educational_qualification,Bachelor's Graduates,0.6597163677215576,0.6407987376054128,0.6496544735772269
