group1,group2,P_score,R_score,F1_score
Belgians,People from Sichuan,0.6177019268241083,0.592378051185289,0.6044579172546383
Belgians,People from Xinjiang,0.6194463800548932,0.5903199383098147,0.6042203171817577
Belgians,People from Yunnan,0.6132569323596144,0.5770225076210149,0.5943027799242789
Belgians,People from Zhejiang,0.6279243096139905,0.6135213938940498,0.6202787996830519
Belgians,People of Japanese Descent,0.6347559297805924,0.6251200384588909,0.6296107179726455
Belgians,People of Thai Descent,0.6302681101305428,0.626169523068495,0.6279933100261018
Belgians,People of Vietnamese Descent,0.6222851419470449,0.6091014196475347,0.6152910109663355
Belgians,People who don't dress up much,0.60635626367298,0.5910321530726851,0.5981312108473783
Belgians,People with Good Charisma,0.6196594689943775,0.6029246507316642,0.6108735386073959
Belgians,People with Good Figure,0.6094755859094734,0.5907234450661234,0.5997136686831089
Belgians,People with Ordinary Looks,0.6101465265297673,0.5933359158051147,0.6012330273405486
Belgians,People with Outstanding Looks,0.6122713870280415,0.5969951325088692,0.604253970194554
Belgians,Rural People,0.6213752939682474,0.6001869307513221,0.610317562003864
Belgians,Shanghainese,0.6264351104135099,0.6254531907516977,0.6257074984260227
Belgians,Short People,0.6245718692907772,0.6215575740053266,0.6227899556574614
Belgians,Skinny,0.6126930428141061,0.6133640462580113,0.6128225931967574
Belgians,Slim People,0.6144195437431336,0.5909936564772026,0.6021308141234128
Belgians,Southerners,0.6169002898731587,0.6012788773693654,0.6086776909991081
Belgians,Straight man,0.6058097209310926,0.5773957098061007,0.5908696824225826
Belgians,Swedes,0.6208972652321276,0.6008677227017672,0.6103100391185802
Belgians,Swiss,0.6343418524217446,0.6339572171702432,0.6339908200362853
Belgians,Tall People,0.5970404220293768,0.5913557108514798,0.5936587605139484
Belgians,Taoists,0.6050355650752163,0.578142995081687,0.5909067254886735
Belgians,Teochew People,0.6166936546459041,0.582521738723078,0.5988715611459505
Belgians,Very Exquisite People,0.6088189286039308,0.5946927704393407,0.6011535345440935
Belgians,White Americans,0.6108056981415931,0.5753509013941793,0.5919537377373189
Bisexual,Asexual,0.5826305895886094,0.5854767215630364,0.5834601122866232
Bisexual,Gay,0.564222088497546,0.5849415584708806,0.5735965041374719
Bisexual,Heterosexual,0.5668003228979078,0.5809399297943821,0.5732538319129066
Bisexual,Non-Heterosexuals,0.5958152642891558,0.6006946271541072,0.5977912565332093
Bisexual,Pansexual,0.5834745705963016,0.5767703715924386,0.5792874999053486
Bisexual,People from Hebei,0.5655119689526381,0.5537715582226319,0.5593003096482742
Bisexual,Straight man,0.5703660400298537,0.5627694040063828,0.5660389483342936
Black people,African Americans,0.5987499023210191,0.5822264897353333,0.5894074641248231
Black people,Africans,0.5935661127009699,0.5874353746172561,0.5895870726916098
Black people,Asexual,0.5759146662351723,0.5784977497043697,0.5762823093871368
Black people,Atheists,0.5505813365150973,0.5711446228813065,0.5599736127265142
Black people,Beijingers,0.5821402402013861,0.5978505735115338,0.5893076083672943
Black people,Bisexual,0.5801852502489603,0.579617732243441,0.579125308114568
Black people,Buddhists,0.5733099421185832,0.5882302476775961,0.5800196923031485
Black people,Christians,0.5829248739346381,0.5994569452539567,0.5903074094845403
Black people,Europeans,0.5802887940397856,0.5841854799536056,0.5812451123118132
Black people,Followers of Judaism,0.5908519202245067,0.6081350033614278,0.5986533770638127
Black people,Gay,0.571274707915001,0.5899983972551361,0.5794820908096529
Black people,Heterosexual,0.5680726616846384,0.5805205180731221,0.5734014248626557
Black people,Hindus,0.579198546787744,0.5719487397100336,0.5746399471836705
Black people,Hispanic Americans,0.5934034044154778,0.5856022058132058,0.5884180034635254
Black people,Homosexual,0.5843856272824516,0.5680799248509454,0.5751974068968694
Black people,Hong Kong Residents,0.5866140955329491,0.5768828146193984,0.5810127392891915
Black people,Latino Americans,0.5940003708633537,0.5804048257242854,0.5861751990341962
Black people,Muslims,0.587444521700396,0.5653907380544156,0.5752082908773081
Black people,Non-First Tier City Residents,0.5858650275478109,0.597421757404478,0.5908836648116785
Black people,Non-Heterosexuals,0.5894815764571956,0.5927774357614752,0.5903702606173122
Black people,Northeasterners,0.5782098652031015,0.583907932400154,0.5803250005992326
Black people,Northerners,0.5795754149227272,0.5821850929023454,0.5801198645186546
Black people,Pansexual,0.583089131683293,0.5766505421039428,0.5787397027535343
Black people,People from Chengdu,0.5815903098403092,0.5852394163709748,0.5827099295089524
Black people,People from Chongqing,0.5828505589366795,0.5953025258189331,0.5883360872930765
Black people,People from Fujian,0.5825906653150202,0.5799956315307206,0.580564302520668
Black people,People from Guangdong,0.5812155603707011,0.5892509818732564,0.58443664717884
Black people,People from Guangzhou and Foshan,0.5877558967973169,0.5843910561667548,0.585314009458788
Black people,People from Guizhou,0.5846046165636907,0.5719647900741238,0.5775139423292986
Black people,People from Hebei,0.5856712905149306,0.5753474304890303,0.5797652714812811
Black people,People from Heilongjiang,0.584156897447204,0.5748232761363025,0.5785895739161512
Black people,People from Henan,0.5854183669618775,0.5809672568779134,0.5824435764447631
Black people,People from Hubei,0.5932492242156086,0.5947101601532527,0.5932206853194171
Black people,People from Hunan,0.5925362259836241,0.5930813936319219,0.592037519222031
Black people,People from Jiangxi,0.5902853593024241,0.5860711867358828,0.5874082211799885
Black people,People from Jilin,0.5925125603760076,0.5841033960450812,0.5873828797662679
Black people,People from Liaoning,0.587093622587274,0.5874315596930015,0.5864694033846206
Black people,People from Northern Jiangsu,0.5859253166429853,0.5647394292555731,0.5737340096553758
Black people,People from Shandong,0.5762985396030227,0.5802327865554441,0.5774045101959316
Black people,People from Sichuan,0.5838063061483839,0.5807111855624035,0.5814935975670321
Black people,People from Xinjiang,0.5877755844304638,0.5808788902496779,0.5835813280982783
Black people,People from Yunnan,0.5874734344065681,0.5741793112431087,0.5800298347297863
Black people,People from Zhejiang,0.5906947295628452,0.5964184663570754,0.5927379817382331
Black people,Rural People,0.583017562419743,0.582758554626438,0.5821862897910394
Black people,Shanghainese,0.5857417283904168,0.6042308570492653,0.5941274884054738
Black people,Southerners,0.5805017357048351,0.5861323700522497,0.5825257468333442
Black people,Straight man,0.5815033137386295,0.5752296767064503,0.5775048186381658
Black people,Taoists,0.5726402291576124,0.5659426296074962,0.5684669783122075
Black people,Teochew People,0.5896956175435806,0.5773714545662755,0.5827665515016657
Black people,White Americans,0.5894536907954883,0.5766344822921361,0.5819379587385545
British,African Americans,0.5969688151899631,0.5764517148335775,0.5861062965512703
British,Africans,0.6134200634895474,0.6010144957371296,0.6066636276100913
British,Asexual,0.5692363023483259,0.5678252953812823,0.5680746120516605
British,Atheists,0.5520393688624697,0.5688832863684623,0.559981538533333
British,Beijingers,0.5998990268797003,0.6112688761885449,0.6052805341059162
British,Belgians,0.6049058906326454,0.6203319937784909,0.6122751314543072
British,Bisexual,0.5672163097020974,0.5630497093553897,0.5647641693819381
British,Black people,0.585218455119138,0.5796602398436226,0.5817488329591661
British,Buddhists,0.5898980641207737,0.6007607176768814,0.5949632458585449
British,Christians,0.5874937054611021,0.5986149693208356,0.5926104388410045
British,Danes,0.6165473401546478,0.6096326377603316,0.612519161186872
British,Dutch,0.6099528745001658,0.604809473032198,0.606835423075926
British,Ethnic Chinese,0.5896533062014895,0.6024870684344648,0.5957399617691743
British,Europeans,0.6097851655175609,0.60683749214832,0.6076898951997277
British,Fat man,0.585355229235144,0.5759099789604705,0.5800031960130699
British,Fat woman,0.5785377805564046,0.5821319331962297,0.5791093518991457
British,Fatty,0.5857733037142504,0.6007682149028105,0.5927145990633196
British,Filipino,0.5908696794423055,0.592518791044664,0.5911789093317772
British,Finns,0.6022750224385943,0.6111076670582942,0.606297257556344
British,Followers of Judaism,0.5979448744575239,0.6105600534866434,0.6038723611814946
British,French,0.6254666027551988,0.6240617134995241,0.6244507053846954
British,Gay,0.5683269687798075,0.5831963570327848,0.5750640300653314
British,Georgians,0.59828164885121,0.6011293037091532,0.5992848184800917
British,Germans,0.6146504383429529,0.6217412453660359,0.6178883553233528
British,Heterosexual,0.5643150677953648,0.5724002630654668,0.5679112862165606
British,Hindus,0.6002692273387344,0.5845150152842203,0.5917014753626239
British,Hispanic Americans,0.6023759358260672,0.5887187310993763,0.5948057608670353
British,Homosexual,0.5772442693337485,0.5575254742176302,0.5667734699112168
British,Hong Kong Residents,0.6341239653424733,0.6154580207739008,0.6243053875485873
British,Icelanders,0.5865085226981016,0.6082763604579433,0.5970219876817477
British,Indian,0.5858066097180183,0.6001620191973215,0.5926611111301721
British,Irish,0.622620788374751,0.6205825300172018,0.6212356197536302
British,Italians,0.6252719765313436,0.6203830456767634,0.6225604482800956
British,Jewish,0.5847314794858297,0.5895808643951852,0.5868260659758122
British,Jews,0.5843425328212399,0.5865977497230614,0.5852118207201842
British,Korean,0.5926560586979313,0.5988170234426375,0.5953444528964258
British,Latino Americans,0.6082402821214264,0.5870713509982829,0.5968997617020303
British,Muslims,0.6174468864089272,0.586649769443124,0.6010262462240393
British,Non-First Tier City Residents,0.5851627211682126,0.5936435168988182,0.5890575376514333
British,Non-Heterosexuals,0.5740046768928162,0.5730200408192694,0.5732018191798588
British,Northeasterners,0.5934203289346212,0.594339205317783,0.5935723070175417
British,Northerners,0.6064637431112736,0.6030192623620122,0.6043784443561007
British,Norwegians,0.5717219688375974,0.5977670190978892,0.5841864831345056
British,Pansexual,0.5795136974651915,0.5676658443502478,0.5728013679683988
British,People Lacking Charisma,0.5861614204702839,0.5686634972050626,0.5768090998453479
British,People from Chengdu,0.6073287888880698,0.6061613882539227,0.6064231164993779
British,People from Chongqing,0.5942508128548738,0.6010859004244062,0.5973694762959554
British,People from Fujian,0.6042015828112121,0.5966125546079694,0.6000353477509257
British,People from Guangdong,0.596880145764246,0.5995844987130934,0.5977954718986215
British,People from Guangzhou and Foshan,0.6067491033384876,0.5983445274787137,0.6021170451222355
British,People from Guizhou,0.6094489184118086,0.5916291226797673,0.6000956931421834
British,People from Hebei,0.6076198063687794,0.5909660439680798,0.5988681882551189
British,People from Heilongjiang,0.6023280757625391,0.5867399739217508,0.5939463880485998
British,People from Henan,0.6129548067736961,0.6024786464629635,0.6073287572123178
British,People from Hubei,0.6072029967187187,0.6029669827305227,0.6046925437615215
British,People from Hunan,0.6040795864872119,0.5993133599582355,0.6013097939403376
British,People from Jiangxi,0.6108858992152499,0.599625803083868,0.6047966392908228
British,People from Jilin,0.6032349368852038,0.5901749267739268,0.5962113862808582
British,People from Liaoning,0.5990614101931613,0.5936256840451216,0.5959373008606682
British,People from Northern Jiangsu,0.6006248855857045,0.5762238078762225,0.5872793802059416
British,People from Shandong,0.5908600705728934,0.5898369467879643,0.5898698137455286
British,People from Sichuan,0.6062529592646164,0.5970446674216375,0.6012548118262768
British,People from Xinjiang,0.6095717404852204,0.5976202888781452,0.6031899666914375
British,People from Yunnan,0.6179140519129989,0.597152061330047,0.6069979534861027
British,People from Zhejiang,0.6078368968103638,0.6078447355494587,0.6073630333005042
British,People of Japanese Descent,0.601633345721313,0.6089467796670772,0.6049425362453889
British,People of Thai Descent,0.5951062494486792,0.6059270483758254,0.6001939121679988
British,People of Vietnamese Descent,0.594554735728169,0.596843863927549,0.5953158590021312
British,People who don't dress up much,0.5771757299883957,0.5778668633056421,0.5770535526960663
British,People with Good Charisma,0.5843774513920881,0.5849106296347583,0.5843423382821171
British,People with Good Figure,0.5886991881056641,0.5870314408516514,0.5875804031906448
British,People with Ordinary Looks,0.5767689713033088,0.5775791093181687,0.5767920789241076
British,People with Outstanding Looks,0.5778342247578975,0.5789218946240994,0.5780918513788544
British,Rural People,0.5973848117541636,0.5929812344516773,0.5948653602225412
British,Russians,0.606784420334951,0.6072511196563748,0.6066674541775471
British,Shanghainese,0.5917857839215186,0.6057866957110744,0.5983874009886095
British,Short People,0.5775662044256819,0.5895497499472209,0.5831710927304117
British,Skinny,0.5743262567562575,0.5921534671467854,0.5828168677938926
British,Slim People,0.5922966832835828,0.5874570110392185,0.5894877174929265
British,Southerners,0.6063937937609062,0.6069907883619933,0.6063200801748284
British,Spaniards,0.6187160238623619,0.6176914082762832,0.6179284938194785
British,Straight man,0.6024604259364982,0.58924265084545,0.59529105971028
British,Swedes,0.6097709142392681,0.6047844401530681,0.6067676427864259
British,Swiss,0.5881086239595863,0.6010722025822173,0.5943133516361933
British,Tall People,0.5617768279349749,0.574399122925398,0.5674266024805983
British,Taoists,0.6028461204671927,0.5890875824872106,0.5954383650969657
British,Teochew People,0.6204582340787989,0.6022525528720284,0.6108857770275841
British,Very Exquisite People,0.5826719789226774,0.5845796895660531,0.5830886639386019
British,White Americans,0.603592577713559,0.5810304308566879,0.5914149797382243
Buddhists,Asexual,0.577204485798811,0.5630363090471788,0.5694615868004885
Buddhists,Atheists,0.5727209721209083,0.5797523438417941,0.5758172151351151
Buddhists,Bisexual,0.5745961892384069,0.5575525473665308,0.5655010793646578
Buddhists,Christians,0.6141101528975097,0.6149371699853377,0.6141300180418925
Buddhists,Followers of Judaism,0.6104793099782212,0.6117586855714029,0.6108116320823963
Buddhists,Gay,0.5747608350251209,0.5780196768993681,0.5757389385253191
Buddhists,Heterosexual,0.5737934197522392,0.5706454946482478,0.5717864440081861
Buddhists,Hindus,0.6055436879020146,0.5813050460860585,0.5926171141968231
Buddhists,Homosexual,0.5795835793136137,0.5479145933516884,0.5627148904406978
Buddhists,Muslims,0.6063568955569556,0.5695859184018289,0.5868235640980378
Buddhists,Non-Heterosexuals,0.585504409065221,0.5717419715807399,0.5781410630134975
Buddhists,Pansexual,0.5824465325848184,0.5593657766352121,0.5699183315551252
Buddhists,People from Hebei,0.597632168659142,0.5709304209653433,0.5836924774596444
Buddhists,Straight man,0.5877126471756341,0.5650609157882728,0.5757091016351402
Buddhists,Taoists,0.6069424162975884,0.5857575790213031,0.5957441483679496
Bulgarians,Afghans,0.6063719718323813,0.6109668361809518,0.6083618092868063
Bulgarians,African Americans,0.5976491378413307,0.5687653058325803,0.5822798234665836
Bulgarians,Africans,0.613669653236866,0.5950408023264673,0.6035740441332261
Bulgarians,Asexual,0.5780654427551087,0.5668920787459328,0.5718222247702734
Bulgarians,Atheists,0.5700926005303323,0.5800425389597008,0.5745805391857216
Bulgarians,Beijingers,0.6048222004373869,0.610026373664538,0.6071011060145166
Bulgarians,Belgians,0.6188834575639255,0.6272383555985879,0.622667062325754
Bulgarians,Bisexual,0.5789087394873301,0.5654155958213923,0.5715822680864805
Bulgarians,Black people,0.5986319168600985,0.5865209155185248,0.5917316173994412
Bulgarians,British,0.5983073369149239,0.5923865048475163,0.5948802561208766
Bulgarians,Buddhists,0.59792503764232,0.6017535470651858,0.5994300476980932
Bulgarians,Burmese,0.6110357339023262,0.5924157372725907,0.601120236900545
Bulgarians,Christians,0.6066841158767541,0.610947326819102,0.6083430371681849
Bulgarians,Danes,0.6100872596353293,0.598046854759256,0.60340012041231
Bulgarians,Dutch,0.6006718636323244,0.5908636433446509,0.5951095598630416
Bulgarians,Ethiopians,0.6097258752087752,0.6170470640063286,0.6129826146860917
Bulgarians,Ethnic Chinese,0.6096252382747711,0.6154094388560644,0.6121398096992856
Bulgarians,Europeans,0.596885850933171,0.5893924842278163,0.5924289628978847
Bulgarians,Fat man,0.5944970154927837,0.5759966120330824,0.5843838803470135
Bulgarians,Fat woman,0.5995953282584314,0.5950096060832342,0.5959266113630239
Bulgarians,Fatty,0.6042544778436423,0.6113138570450246,0.6072409669558207
Bulgarians,Filipino,0.6090371229956227,0.603007207602583,0.6053758611922623
Bulgarians,Finns,0.6108988640138081,0.6128111655087698,0.6114128268900372
Bulgarians,Followers of Judaism,0.611075321574142,0.6153715345738591,0.6128170583559119
Bulgarians,French,0.6053013777190989,0.5981886324858424,0.6013013020609365
Bulgarians,Gay,0.5793539120091332,0.5861407126817438,0.5819835829858978
Bulgarians,Georgians,0.6079163887898127,0.6053975664377212,0.6061675119400024
Bulgarians,Germans,0.6117833726829098,0.6125012939014742,0.6117445342322831
Bulgarians,Heterosexual,0.5768121368054188,0.5765791189790976,0.5761963704920778
Bulgarians,Hindus,0.59549969451295,0.5756372724142339,0.5847783237695694
Bulgarians,Hispanic Americans,0.6038291591973531,0.5831089226499436,0.5925276032279408
Bulgarians,Homosexual,0.5825938605096029,0.5535142638977023,0.5670788341026375
Bulgarians,Hong Kong Residents,0.6050452983947028,0.5829183757305145,0.5933339476301557
Bulgarians,Icelanders,0.6187042307522562,0.6333285550276438,0.6256805572244856
Bulgarians,Indian,0.6112194377602193,0.6187376044821321,0.6146264792534343
Bulgarians,Indians,0.6088048595935106,0.6018512012436986,0.6048035447485745
Bulgarians,Indonesians,0.6089728222125106,0.6086666436658965,0.6084008540958166
Bulgarians,Iranians,0.6037827330641449,0.6006288494293889,0.6017476304434239
Bulgarians,Iraqis,0.6079191772759646,0.6052293905924107,0.6061688258387576
Bulgarians,Irish,0.6107999245966634,0.6031101578986773,0.6064543117118139
Bulgarians,Italians,0.6056586193687775,0.5943382415409182,0.5995425558849877
Bulgarians,Ivorians,0.6258385630117522,0.6338972213091674,0.629478988106604
Bulgarians,Jewish,0.5955652772552438,0.5937322340491745,0.5942272880425056
Bulgarians,Jews,0.5959579088104268,0.5917551984700063,0.5935174205030004
Bulgarians,Kenyans,0.6127173878873388,0.6066059535990159,0.6091574776296814
Bulgarians,Korean,0.6057013770441214,0.6037067445119222,0.6042030154168606
Bulgarians,Latino Americans,0.6038552034614433,0.5760834748928364,0.5889974293291059
Bulgarians,Libyans,0.609844915384338,0.6027779740662802,0.6058177856320427
Bulgarians,Moroccans,0.6105301666678044,0.6027884464253459,0.6061404519175229
Bulgarians,Mozambicans,0.6172829760018216,0.6130627733725373,0.614722829352143
Bulgarians,Muslims,0.6042851936761979,0.5701230243952186,0.5860236177289927
Bulgarians,Nigerians,0.6191015245585606,0.6140964738596445,0.6161112344470517
Bulgarians,Non-First Tier City Residents,0.6122046951932468,0.6124323066623731,0.6118902297198088
Bulgarians,Non-Heterosexuals,0.5905604957073343,0.5798002479707494,0.5846659034782765
Bulgarians,Northeasterners,0.5981074568487349,0.5924881588845026,0.5948774973835264
Bulgarians,Northerners,0.6027469335940846,0.5928476533607433,0.59729664466883
Bulgarians,Norwegians,0.5994495875778653,0.6173660491667097,0.6079377292640625
Bulgarians,Pakistanis,0.608182266625491,0.5994935017041486,0.603314264043413
Bulgarians,Palestinians,0.6014544395660912,0.5983650684080742,0.599507203836132
Bulgarians,Pansexual,0.5885452193988336,0.5689940994924253,0.5777722724117674
Bulgarians,People Lacking Charisma,0.5846189990915635,0.5564094351121673,0.5695093435269815
Bulgarians,People from Chengdu,0.6019852698633545,0.5941049636978852,0.5975841631491979
Bulgarians,People from Chongqing,0.6054037209870159,0.6051815886428391,0.604932349704314
Bulgarians,People from Fujian,0.6015137254890769,0.587851099173228,0.5941453135675854
Bulgarians,People from Guangdong,0.6006335599855943,0.5968777643685991,0.5982588989265037
Bulgarians,People from Guangzhou and Foshan,0.6079181157218085,0.593081990370044,0.5999295962960631
Bulgarians,People from Guizhou,0.6035334035001619,0.5788856825142196,0.5905230534197105
Bulgarians,People from Hebei,0.6056767709553241,0.5825057813099452,0.5934739267187459
Bulgarians,People from Heilongjiang,0.6041676693646483,0.5834015518426895,0.5930352931105813
Bulgarians,People from Henan,0.6045237845589972,0.5878998498121898,0.5956349825757181
Bulgarians,People from Hubei,0.6152908038241522,0.6047220315252032,0.6094814791282018
Bulgarians,People from Hunan,0.610627601146698,0.5992738806917554,0.6044079239311673
Bulgarians,People from Jiangxi,0.6105836631570544,0.5950616187708718,0.6022295285406567
Bulgarians,People from Jilin,0.6124578663990611,0.5924320618784616,0.6017090615772066
Bulgarians,People from Liaoning,0.6083035336876357,0.5969525630827304,0.6020894774960147
Bulgarians,People from Northern Jiangsu,0.602657425403595,0.5713680966797038,0.5854677554633883
Bulgarians,People from Shandong,0.5990494946384023,0.5914559815938656,0.5946659866561238
Bulgarians,People from Sichuan,0.6031302437823043,0.5877549142664314,0.5948836200257652
Bulgarians,People from Xinjiang,0.6091296668129939,0.5901194965949765,0.5989801455978994
Bulgarians,People from Yunnan,0.6009299818859544,0.5758964847917705,0.5876820739156516
Bulgarians,People from Zhejiang,0.6114428254691038,0.6060028650543906,0.6081955807377594
Bulgarians,People of Japanese Descent,0.6124227976453477,0.6122610219578812,0.6119110287531563
Bulgarians,People of Thai Descent,0.6090596028627493,0.6131966977165295,0.6107557908082619
Bulgarians,People of Vietnamese Descent,0.607308619717757,0.6032979437460502,0.6048292765186892
Bulgarians,People who don't dress up much,0.5846810793922853,0.5778923869364021,0.580694718855296
Bulgarians,People with Good Charisma,0.5956793094319957,0.587390533621822,0.5910795884118194
Bulgarians,People with Good Figure,0.5903735832667645,0.5802736113100876,0.5849006058257303
Bulgarians,People with Ordinary Looks,0.58998349814914,0.5816312001888142,0.5852510869271995
Bulgarians,People with Outstanding Looks,0.5896921361670082,0.5824225475390752,0.5856362106255543
Bulgarians,Rural People,0.6093611381247512,0.5971952462043517,0.602796739518133
Bulgarians,Russians,0.6040739247092495,0.5978928907325974,0.6005005275485692
Bulgarians,Saudis,0.6003182575954654,0.5879748175783855,0.5935655795461763
Bulgarians,Senegalese,0.6195566994579215,0.6311241247674875,0.6249971176448621
Bulgarians,Shanghainese,0.603811446070671,0.6106681660413742,0.6068439592123032
Bulgarians,Short People,0.6002149509426988,0.6046523665204461,0.6020085968721061
Bulgarians,Skinny,0.5879680726377443,0.5963491057527477,0.5917960104586064
Bulgarians,Slim People,0.5958664782345295,0.5815911238640546,0.5881587134798368
Bulgarians,Southerners,0.5990295996552422,0.592976483248529,0.595492166365896
Bulgarians,Spaniards,0.6081704622223264,0.5991852947643825,0.6032188468036197
Bulgarians,Sri Lankans,0.6097335134066787,0.6019403154943503,0.6053534631051269
Bulgarians,Straight man,0.5913582253077674,0.5726371202913542,0.5813110321523651
Bulgarians,Swedes,0.604529209882021,0.5937902196496725,0.5985408938427766
Bulgarians,Swiss,0.6092232750394405,0.6154192151167454,0.6120507718278811
Bulgarians,Syrians,0.6084924816257424,0.6121360677811835,0.6099241493476761
Bulgarians,Tall People,0.5726573387781779,0.5760528141543979,0.5736536687683491
Bulgarians,Taoists,0.5914667653864708,0.5733581254879634,0.5817583944054617
Bulgarians,Teochew People,0.6066797606311403,0.5829636022851273,0.5941456857565287
Bulgarians,Thai,0.606717032408929,0.5941727362774514,0.5999355398588352
Bulgarians,Very Exquisite People,0.5872099778231452,0.58183316269926,0.5838703088024083
Bulgarians,Vietnamese,0.6052353977620065,0.5913433834239169,0.5977298247384596
Bulgarians,White Americans,0.5956678368828513,0.5707727984647558,0.58225685595864
Bulgarians,Yemenis,0.6152477089202766,0.6058618604534804,0.6100020636211742
Burmese,African Americans,0.6005635714018217,0.5910090140971659,0.5953389216494817
Burmese,Africans,0.6191126691798369,0.6180596621206371,0.6180609714600348
Burmese,Asexual,0.5566641566665491,0.5667531015960852,0.5612318273513548
Burmese,Atheists,0.5431735753597337,0.5698118020423932,0.555796692552209
Burmese,Beijingers,0.5889224483761736,0.6120068074234071,0.599985652937684
Burmese,Belgians,0.5913977870850877,0.6200012024622645,0.6050995564477474
Burmese,Bisexual,0.5599174028798813,0.5674902662866289,0.5633316915237491
Burmese,Black people,0.5806494404820572,0.5871294913009104,0.5831686037512153
Burmese,British,0.6043721234947288,0.6162636194157178,0.609919079415632
Burmese,Buddhists,0.5827209826700849,0.6046108871348792,0.5931484647248148
Burmese,Christians,0.5882432698242126,0.6107268183462081,0.5988445620863668
Burmese,Danes,0.6098158940432533,0.6143907295119377,0.6115509841470949
Burmese,Dutch,0.6024287156421749,0.60892589556668,0.6051247080216435
Burmese,Ethnic Chinese,0.5833594926765987,0.6083663868189957,0.5953538384397276
Burmese,Europeans,0.5991331483534379,0.6081780150521544,0.6029739934344625
Burmese,Fat man,0.5812175551088907,0.5835869975628392,0.5818425062242695
Burmese,Fat woman,0.566599307521697,0.5809640361082337,0.5724045302389714
Burmese,Fatty,0.5762831843007477,0.6030210963480415,0.5888787331660429
Burmese,Filipino,0.5894742137311525,0.602987085681304,0.5956235647077491
Burmese,Finns,0.5926478633133497,0.6138303186212267,0.6026904743937304
Burmese,Followers of Judaism,0.5921256754960118,0.6168834723396355,0.6039582183702129
Burmese,French,0.6129725286163543,0.6228394545651135,0.6175347113306339
Burmese,Gay,0.5546577952361555,0.58131636981602,0.5670423912264968
Burmese,Georgians,0.5962346629942618,0.6122101003123868,0.603704777956009
Burmese,Germans,0.6062043666467458,0.6251237855431441,0.6152534527039305
Burmese,Heterosexual,0.5503431897126102,0.5687972658831819,0.558997639084375
Burmese,Hindus,0.5976661892347438,0.5928224241327641,0.5946209885206701
Burmese,Hispanic Americans,0.6018360768732387,0.59974240075608,0.6001057615889932
Burmese,Homosexual,0.5738543907146467,0.5649417002814682,0.5689513205771359
Burmese,Hong Kong Residents,0.6313044334062233,0.6245154128645971,0.6275707045458429
Burmese,Icelanders,0.5791498339838452,0.6140365486290292,0.5959030348660698
Burmese,Indian,0.5814111391635823,0.6082558061655592,0.5942842989198623
Burmese,Irish,0.6138849059017094,0.6244408645813473,0.6187466440662261
Burmese,Italians,0.6160523654217964,0.6222400652842006,0.6188616610681762
Burmese,Jewish,0.5779746251721536,0.5948922842420558,0.5860100263148866
Burmese,Jews,0.5814087312187879,0.5930072147579443,0.5868789087680559
Burmese,Korean,0.5864762650862817,0.605321285032457,0.5954202210710895
Burmese,Latino Americans,0.6134796530328771,0.6031333375706763,0.6077043189550846
Burmese,Muslims,0.6200645676009544,0.5998247974288506,0.6091475346022182
Burmese,Non-First Tier City Residents,0.5920942481752233,0.6127249895863326,0.6019334900830028
Burmese,Non-Heterosexuals,0.5697088422257263,0.5794148352668679,0.5742148829931553
Burmese,Northeasterners,0.591814393491789,0.6047874163098049,0.5979316767184965
Burmese,Northerners,0.6022564780175788,0.6095831836929548,0.6055407141839709
Burmese,Norwegians,0.5603437574319942,0.5989003562341271,0.5787168435420492
Burmese,Pansexual,0.5724476058013354,0.5720289874409423,0.571512035265526
Burmese,People Lacking Charisma,0.575419684998878,0.5687904092466533,0.571652241638698
Burmese,People from Chengdu,0.6011481695446377,0.6112788820509595,0.6058535701856144
Burmese,People from Chongqing,0.5858115303900934,0.6043447931551833,0.5946643787212826
Burmese,People from Fujian,0.6078199467176566,0.6120807260478813,0.60962021726667
Burmese,People from Guangdong,0.5947286706210232,0.6078533812527083,0.6007960702448297
Burmese,People from Guangzhou and Foshan,0.6138875740830616,0.6168298336981018,0.6149911918093227
Burmese,People from Guizhou,0.6226939032853873,0.6161589185804682,0.6191519257901118
Burmese,People from Hebei,0.6240124519794218,0.6179770586265397,0.6207252544810146
Burmese,People from Heilongjiang,0.609511426133673,0.6055935600022132,0.6070741029136268
Burmese,People from Henan,0.6180433043524487,0.6188500952977006,0.6181096714375135
Burmese,People from Hubei,0.6132446676904705,0.6212694635863678,0.6168598190155996
Burmese,People from Hunan,0.6070789451423328,0.6137940473270855,0.6100384513628647
Burmese,People from Jiangxi,0.6177435022345337,0.6188372107694775,0.6178914363757806
Burmese,People from Jilin,0.6144693307292443,0.6128836238210286,0.6132633755650205
Burmese,People from Liaoning,0.6066297322885538,0.6128659280664605,0.6093358797251537
Burmese,People from Northern Jiangsu,0.6118584804243051,0.5974686833528372,0.6036229070254453
Burmese,People from Shandong,0.5941313191866263,0.604794785417339,0.5989716403784093
Burmese,People from Sichuan,0.6075946304352448,0.6097420935693904,0.608334965480074
Burmese,People from Xinjiang,0.620282587371633,0.6204010567037008,0.6200037981553744
Burmese,People from Yunnan,0.6205832145308876,0.6116430775974356,0.6157526226304835
Burmese,People from Zhejiang,0.6076239956905183,0.6193006161603993,0.6129407632735467
Burmese,People of Japanese Descent,0.5968711237419203,0.6164540319506283,0.6062079163537286
