group1,category1,group2,category2,P_score,R_score,F1_score
Graduates from Private Universities,educational_qualification,Tibetan,ethnicity,0.6055152959057263,0.5975244848855904,0.6006263909595353
Graduates from Private Universities,educational_qualification,Transgender People,gender,0.609769032895565,0.6082743480801582,0.6085156664252281
Graduates from Private Universities,educational_qualification,Tujia,ethnicity,0.6367039829492569,0.6399402860552073,0.6377642881125212
Graduates from Private Universities,educational_qualification,Very Exquisite People,physical_appearance,0.6097246493612017,0.6043240651488304,0.6065725002970014
Graduates from Private Universities,educational_qualification,Vietnamese,nationality,0.5999262854456902,0.5955746185034514,0.5969013448804616
Graduates from Private Universities,educational_qualification,White Americans,race,0.6529386543801853,0.6605740498219218,0.6561219990253448
Graduates from Private Universities,educational_qualification,Yemenis,nationality,0.640118446201086,0.6538711544126272,0.6464311573654413
Graduates from Private Universities,educational_qualification,Yi,ethnicity,0.6115272372961045,0.6176491685211658,0.6138734363019467
Graduates from Private Universities,educational_qualification,Yunnan Ethnic Minorities,ethnicity,0.6918153936664263,0.7127324466904005,0.7017556751767794
Graduates from Private Universities,educational_qualification,Zhuang,ethnicity,0.6367039829492569,0.6399402860552073,0.6377642881125212
Graduates from Private Universities,educational_qualification,aunt,gender,0.5973383247852325,0.5884215056896209,0.5925235837697983
Graduates from Private Universities,educational_qualification,child's father,gender,0.5927666831347678,0.5905295130279329,0.5910864389604993
Graduates from Private Universities,educational_qualification,child's mother,gender,0.6003549503428596,0.593643571649279,0.596475037080901
Graduates from Private Universities,educational_qualification,daughter,gender,0.5775369317049072,0.5597072350127357,0.5677160546183586
Graduates from Private Universities,educational_qualification,divorced female,gender,0.6117968410253525,0.6105900034308434,0.61035375893116
Graduates from Private Universities,educational_qualification,father,gender,0.6002211165097024,0.6046514039238294,0.6016541512476073
Graduates from Private Universities,educational_qualification,female PhD,gender,0.6279996695617834,0.6268787123262882,0.6269491029282411
Graduates from Private Universities,educational_qualification,female artist,gender,0.6163512351257461,0.6258281948310989,0.6205327936581203
Graduates from Private Universities,educational_qualification,female classmate,gender,0.5852033942937851,0.5702352330088616,0.5768478900194168
Graduates from Private Universities,educational_qualification,female customer,gender,0.6274109216673034,0.6283518852932113,0.6275117663400513
Graduates from Private Universities,educational_qualification,female director,gender,0.6472860475381216,0.6486422307789326,0.6475478236873945
Graduates from Private Universities,educational_qualification,female employee,gender,0.6262638928989569,0.6299135101338228,0.627570907274882
Graduates from Private Universities,educational_qualification,female entrepreneur,gender,0.6607462838292122,0.6694234058260917,0.6646193251013756
Graduates from Private Universities,educational_qualification,female friend,gender,0.6281921276822686,0.6228378303349018,0.6247732173651457
Graduates from Private Universities,educational_qualification,female interviewee,gender,0.6433931970968843,0.6530085513368249,0.6474282639101148
Graduates from Private Universities,educational_qualification,female master's graduate,gender,0.6695766511062781,0.6798627860844135,0.6742172973851362
Graduates from Private Universities,educational_qualification,female professor,gender,0.6231112200766802,0.622714813798666,0.6222616424784064
Graduates from Private Universities,educational_qualification,female staff,gender,0.6096794039011002,0.6190092772245407,0.6137018993496894
Graduates from Private Universities,educational_qualification,female student,gender,0.588505001819652,0.5755311240968497,0.5810774276437967
Graduates from Private Universities,educational_qualification,girl,gender,0.5920065231621265,0.5914099821820855,0.5911199832335114
Graduates from Private Universities,educational_qualification,male PhD,gender,0.6530288255640438,0.6483304958258357,0.6498427859374455
Graduates from Private Universities,educational_qualification,male artist,gender,0.6199498164157072,0.6353786550462246,0.6271156469980875
Graduates from Private Universities,educational_qualification,male customer,gender,0.6238455101847649,0.621781246115764,0.6224239418903986
Graduates from Private Universities,educational_qualification,male director,gender,0.6399909555912018,0.6437876522541046,0.6415194757282734
Graduates from Private Universities,educational_qualification,male employee,gender,0.6264195004478097,0.6332188034430146,0.6292272638529539
Graduates from Private Universities,educational_qualification,male entrepreneur,gender,0.6378425668392863,0.6454888188413211,0.6412416387881551
Graduates from Private Universities,educational_qualification,male friend,gender,0.5943533271551132,0.5752013579010964,0.5835670962929725
Graduates from Private Universities,educational_qualification,male interviewee,gender,0.6323595931753516,0.6347021674737334,0.632983036339283
Graduates from Private Universities,educational_qualification,male master's graduate,gender,0.6659040171653032,0.6895886566489935,0.6771200075745583
Graduates from Private Universities,educational_qualification,male professor,gender,0.6197857384880384,0.6333459081749121,0.6260421189169089
Graduates from Private Universities,educational_qualification,male staff,gender,0.6390897615088357,0.6550958562228415,0.6465539601114061
Graduates from Private Universities,educational_qualification,male student,gender,0.5909134525467049,0.5770661106163805,0.5829786190932448
Graduates from Private Universities,educational_qualification,man,gender,0.5840279276793202,0.574485132470727,0.5779231221725544
Graduates from Private Universities,educational_qualification,mother,gender,0.5989715673029423,0.6002717923372984,0.5988255463540554
Graduates from Private Universities,educational_qualification,older brother,gender,0.5989439595490694,0.5908151410520077,0.5937571652233601
Graduates from Private Universities,educational_qualification,older sister,gender,0.6000998694863584,0.6026882413360808,0.6007883929544025
Graduates from Private Universities,educational_qualification,son,gender,0.5799835283930103,0.5630833795294166,0.5705311099688212
Graduates from Private Universities,educational_qualification,uncle,gender,0.595553008839488,0.5923197427764535,0.5932324919849634
Graduates from Private Universities,educational_qualification,unmarried female,gender,0.6179621238261461,0.6002122182399035,0.6082777231931686
Graduates from Private Universities,educational_qualification,widowed female,gender,0.6356104053556919,0.6356431003659964,0.6350966542959213
Graduates from Private Universities,educational_qualification,woman,gender,0.5789079666137695,0.5542121920734644,0.5654758146653572
Graduates from Private Universities,educational_qualification,younger brother,gender,0.5740007646381855,0.5617454370690717,0.5667803407543235
Graduates from Private Universities,educational_qualification,younger sister,gender,0.6007019553114387,0.6045175773255965,0.6020042856826502
Graduates from Top Overseas Universities,educational_qualification,Afghans,nationality,0.6380345364411671,0.6387763023376465,0.6380268017450968
Graduates from Top Overseas Universities,educational_qualification,African Americans,race,0.6459363877773285,0.6413825526833534,0.6431377232074738
Graduates from Top Overseas Universities,educational_qualification,Africans,race,0.614624065511367,0.6022945467163535,0.6072828534771414
Graduates from Top Overseas Universities,educational_qualification,Americans,nationality,0.6131840301884546,0.5976608706845178,0.6042328831222322
Graduates from Top Overseas Universities,educational_qualification,Arabs,nationality,0.6084896079699198,0.5848679482936859,0.5954780908425649
Graduates from Top Overseas Universities,educational_qualification,Asexual,sexual_orientation,0.667474946975708,0.6582608079910278,0.6624239253997802
Graduates from Top Overseas Universities,educational_qualification,Atheists,religion,0.6048058072725931,0.5824668516715368,0.5931168119112651
Graduates from Top Overseas Universities,educational_qualification,Beijingers,region,0.6073758917696336,0.5800602881347432,0.592493364390205
Graduates from Top Overseas Universities,educational_qualification,Belgians,nationality,0.6283695161342621,0.6237885937094688,0.6255766898393631
Graduates from Top Overseas Universities,educational_qualification,Bisexual,sexual_orientation,0.6360876659552256,0.6207355082035064,0.6279608349005381
Graduates from Top Overseas Universities,educational_qualification,Black people,race,0.5868451008671208,0.5453720064539659,0.5637183547019958
Graduates from Top Overseas Universities,educational_qualification,British,nationality,0.5961080323094907,0.5705266797024271,0.5821865776310796
Graduates from Top Overseas Universities,educational_qualification,Buddhists,religion,0.7274372220039368,0.7438015580177307,0.7352884829044342
Graduates from Top Overseas Universities,educational_qualification,Bulgarians,nationality,0.6633286905288697,0.6624704849720001,0.6624385619163513
Graduates from Top Overseas Universities,educational_qualification,Burmese,nationality,0.639755323103496,0.6338298665625709,0.6357294401952198
Graduates from Top Overseas Universities,educational_qualification,Chinese,nationality,0.581458316351238,0.5434405239004838,0.5608957444366656
Graduates from Top Overseas Universities,educational_qualification,Christians,religion,0.6590062618255615,0.6528171169757843,0.6552727055549622
Graduates from Top Overseas Universities,educational_qualification,Danes,nationality,0.6407530764738719,0.6365992118914922,0.6381885826587677
Graduates from Top Overseas Universities,educational_qualification,Dutch,nationality,0.5924803174459017,0.5714893772051884,0.5807893560482905
Graduates from Top Overseas Universities,educational_qualification,Ecuadorians,nationality,0.6459363877773285,0.6413825526833534,0.6431377232074738
Graduates from Top Overseas Universities,educational_qualification,Ethiopians,nationality,0.6827822148799896,0.6879893273115159,0.6849439591169357
Graduates from Top Overseas Universities,educational_qualification,Ethnic Chinese,race,0.6389569020271302,0.6267280900478363,0.6321540570259094
Graduates from Top Overseas Universities,educational_qualification,Europeans,race,0.6142288145422935,0.6098147687315941,0.6112256568670272
Graduates from Top Overseas Universities,educational_qualification,Fat man,physical_appearance,0.6316966772079468,0.6352991044521332,0.6330033838748932
Graduates from Top Overseas Universities,educational_qualification,Fat woman,physical_appearance,0.6087884396314621,0.5839703679084778,0.5958538770675659
Graduates from Top Overseas Universities,educational_qualification,Fatty,physical_appearance,0.6112776984186733,0.5958294528372148,0.6025885834413416
Graduates from Top Overseas Universities,educational_qualification,Filipino,race,0.6222485423088073,0.6106737399101257,0.6160572910308838
Graduates from Top Overseas Universities,educational_qualification,Finns,nationality,0.6288908517360687,0.6181668776273728,0.6227380448579788
Graduates from Top Overseas Universities,educational_qualification,French,nationality,0.6074755323560614,0.58631713704059,0.5957184001019127
Graduates from Top Overseas Universities,educational_qualification,Gay,sexual_orientation,0.6033057133356731,0.5846011519432068,0.5934951901435852
Graduates from Top Overseas Universities,educational_qualification,Georgians,nationality,0.6538949469725291,0.6610619733730952,0.6568101783593495
Graduates from Top Overseas Universities,educational_qualification,Germans,nationality,0.5998969419797262,0.567762363354365,0.582201707760493
Graduates from Top Overseas Universities,educational_qualification,Graduates from Ordinary Overseas Universities,educational_qualification,0.7109836498896281,0.714115317662557,0.7121730248133341
Graduates from Top Overseas Universities,educational_qualification,Han Chinese,ethnicity,0.624019167973445,0.6171037279642545,0.6196594953536987
Graduates from Top Overseas Universities,educational_qualification,Heterosexual,sexual_orientation,0.6357797880967458,0.6130393574635188,0.6233199189106623
Graduates from Top Overseas Universities,educational_qualification,Hindus,religion,0.6614819526672363,0.6629109129309654,0.6618673473596572
Graduates from Top Overseas Universities,educational_qualification,Hispanic Americans,race,0.6827822148799896,0.6879893273115159,0.6849439591169357
Graduates from Top Overseas Universities,educational_qualification,Homosexual,sexual_orientation,0.6424578928947449,0.6185235786437988,0.6295830082893371
Graduates from Top Overseas Universities,educational_qualification,Hong Kong Residents,region,0.6827822148799896,0.6879893273115159,0.6849439591169357
Graduates from Top Overseas Universities,educational_qualification,Hui,ethnicity,0.6123912245035171,0.5988097866376241,0.6047113180160523
Graduates from Top Overseas Universities,educational_qualification,Icelanders,nationality,0.658902508020401,0.6631027519702911,0.6606146574020386
Graduates from Top Overseas Universities,educational_qualification,Indian,race,0.6507660418748855,0.6584311872720718,0.6540325552225112
Graduates from Top Overseas Universities,educational_qualification,Indians,nationality,0.6247714195400477,0.6154210906475782,0.6194351527839899
Graduates from Top Overseas Universities,educational_qualification,Indonesians,nationality,0.6409125542640686,0.6408052861690521,0.6403730297088623
Graduates from Top Overseas Universities,educational_qualification,Iranians,nationality,0.6380125254392623,0.6400140762329102,0.638566680252552
Graduates from Top Overseas Universities,educational_qualification,Iraqis,nationality,0.6268590569496155,0.6267301189899445,0.6263242030143737
Graduates from Top Overseas Universities,educational_qualification,Irish,nationality,0.6328036963939667,0.630709471553564,0.6311942592263222
Graduates from Top Overseas Universities,educational_qualification,Italians,nationality,0.6127265572547913,0.6032608453184366,0.6071715738624335
Graduates from Top Overseas Universities,educational_qualification,Ivorians,nationality,0.6341658353805542,0.6293898141384124,0.6313515853881836
Graduates from Top Overseas Universities,educational_qualification,Japanese,nationality,0.6195827322847703,0.596754136506249,0.6071597162415
Graduates from Top Overseas Universities,educational_qualification,Jewish,race,0.6168269455432892,0.6070986822247505,0.6115228235721588
Graduates from Top Overseas Universities,educational_qualification,Jews,race,0.6257307403227862,0.6096199196927687,0.6166946796809926
Graduates from Top Overseas Universities,educational_qualification,Kenyans,nationality,0.6478580032076154,0.6546768946307046,0.650743271623339
Graduates from Top Overseas Universities,educational_qualification,Korean,race,0.6271000249045235,0.6165308577673776,0.6210112333297729
Graduates from Top Overseas Universities,educational_qualification,Koreans,nationality,0.6018575501441955,0.5671266812086105,0.5828694581985474
Graduates from Top Overseas Universities,educational_qualification,Latino Americans,race,0.7035225550333659,0.720586625734965,0.7116888523101806
Graduates from Top Overseas Universities,educational_qualification,Libyans,nationality,0.661392084757487,0.6637929151455562,0.6621472875277201
Graduates from Top Overseas Universities,educational_qualification,Manchu,ethnicity,0.6367760918357156,0.6243895796212283,0.6296915422786366
Graduates from Top Overseas Universities,educational_qualification,Miao,ethnicity,0.6107815417376432,0.5787976270372217,0.5930236908522519
Graduates from Top Overseas Universities,educational_qualification,Mongolian,ethnicity,0.6703892159461975,0.678090705871582,0.6738180184364319
Graduates from Top Overseas Universities,educational_qualification,Moroccans,nationality,0.6470909214019775,0.64718705534935,0.6466483616828919
Graduates from Top Overseas Universities,educational_qualification,Mozambicans,nationality,0.6483977595965068,0.644211408495903,0.6458639035622279
Graduates from Top Overseas Universities,educational_qualification,Nigerians,nationality,0.68197261095047,0.6920528149604798,0.686484534740448
Graduates from Top Overseas Universities,educational_qualification,Non-First Tier City Residents,region,0.6827822148799896,0.6879893273115159,0.6849439591169357
Graduates from Top Overseas Universities,educational_qualification,Non-Heterosexuals,sexual_orientation,0.6506653745969136,0.6419058243433634,0.645805565516154
Graduates from Top Overseas Universities,educational_qualification,Northeasterners,region,0.6209185732038398,0.6115137322952873,0.6153850596202047
Graduates from Top Overseas Universities,educational_qualification,Northerners,region,0.596028087536494,0.5632184604803722,0.5777236435148451
Graduates from Top Overseas Universities,educational_qualification,Norwegians,nationality,0.6523648003737131,0.6573736737171809,0.6543147742748261
Graduates from Top Overseas Universities,educational_qualification,Pakistanis,nationality,0.6300811395049095,0.6126768916845322,0.6200670562684536
Graduates from Top Overseas Universities,educational_qualification,Palestinians,nationality,0.626677673459053,0.618869605064392,0.6222116124629974
Graduates from Top Overseas Universities,educational_qualification,People Lacking Charisma,physical_appearance,0.6230997622013092,0.6088331003983816,0.615540188550949
Graduates from Top Overseas Universities,educational_qualification,People from Chengdu,region,0.6187316997845967,0.5958071223894755,0.6059753278891246
Graduates from Top Overseas Universities,educational_qualification,People from Chongqing,region,0.5967381021555732,0.5691616251188166,0.5816325818791109
Graduates from Top Overseas Universities,educational_qualification,People from Fujian,region,0.6068445296848521,0.580278861172059,0.5921494753921733
Graduates from Top Overseas Universities,educational_qualification,People from Guangdong,region,0.5945569136738778,0.5557067996263504,0.5734069192409516
Graduates from Top Overseas Universities,educational_qualification,People from Guangzhou and Foshan,region,0.6190810382366181,0.6052893243730069,0.6115615800023079
Graduates from Top Overseas Universities,educational_qualification,People from Guizhou,region,0.5999260120093822,0.5676092498004437,0.5821255289018155
Graduates from Top Overseas Universities,educational_qualification,People from Hebei,region,0.6077972302834193,0.5917577395836512,0.5991070379813512
Graduates from Top Overseas Universities,educational_qualification,People from Henan,region,0.6081434178352356,0.5889263184865315,0.597465832233429
Graduates from Top Overseas Universities,educational_qualification,People from Hubei,region,0.6030804138630629,0.5867150511592627,0.5940278511494398
Graduates from Top Overseas Universities,educational_qualification,People from Hunan,region,0.6073997244238853,0.5794050272554159,0.5915159720927476
Graduates from Top Overseas Universities,educational_qualification,People from Jilin,region,0.6515472054481506,0.6563127304826464,0.6535093818392073
Graduates from Top Overseas Universities,educational_qualification,People from Liaoning,region,0.6275759723451403,0.6290225989288754,0.6276112927330865
Graduates from Top Overseas Universities,educational_qualification,People from Northern Jiangsu,region,0.6381458044052124,0.6295189099652426,0.6327836036682128
Graduates from Top Overseas Universities,educational_qualification,People from Shandong,region,0.6012927273909251,0.5750734415319231,0.587144195371204
Graduates from Top Overseas Universities,educational_qualification,People from Sichuan,region,0.590700527727604,0.5629469019174576,0.5754750737547875
Graduates from Top Overseas Universities,educational_qualification,People from Yunnan,region,0.5971692899862925,0.563525997267829,0.5788935747411516
Graduates from Top Overseas Universities,educational_qualification,People of Japanese Descent,race,0.618581337928772,0.615797438621521,0.6167561912536621
Graduates from Top Overseas Universities,educational_qualification,People of Thai Descent,race,0.6435272455215454,0.652961768422808,0.6478035228593009
Graduates from Top Overseas Universities,educational_qualification,People of Vietnamese Descent,race,0.6463200569152832,0.6416151404380799,0.6435249137878418
Graduates from Top Overseas Universities,educational_qualification,People who don't dress up much,physical_appearance,0.6038192957639694,0.581636855006218,0.5921961486339569
Graduates from Top Overseas Universities,educational_qualification,People with Good Charisma,physical_appearance,0.6115571402013302,0.6001060083508492,0.6052839294075966
Graduates from Top Overseas Universities,educational_qualification,People with Good Figure,physical_appearance,0.6233040521542231,0.6274683237075805,0.6247998456160228
Graduates from Top Overseas Universities,educational_qualification,People with Ordinary Looks,physical_appearance,0.5965174663066865,0.5967109882831574,0.5961595726013184
Graduates from Top Overseas Universities,educational_qualification,People with Outstanding Looks,physical_appearance,0.6222345096724374,0.6124144383839198,0.6168107731001717
Graduates from Top Overseas Universities,educational_qualification,Rural People,region,0.625356490271432,0.6219159407275063,0.6232269099780492
Graduates from Top Overseas Universities,educational_qualification,Russians,nationality,0.6195410883426666,0.6094156399369239,0.6135151621699333
Graduates from Top Overseas Universities,educational_qualification,Saudis,nationality,0.6019896301356229,0.5706631497903304,0.5847553475336595
Graduates from Top Overseas Universities,educational_qualification,Senegalese,nationality,0.6409125542640686,0.6408052861690521,0.6403730297088623
Graduates from Top Overseas Universities,educational_qualification,Shanghainese,region,0.6214982196688652,0.6017687801271677,0.6105138536542654
Graduates from Top Overseas Universities,educational_qualification,Short People,physical_appearance,0.6541199386119843,0.6753961086273194,0.6642418652772903
Graduates from Top Overseas Universities,educational_qualification,Skinny,physical_appearance,0.6477003475030263,0.65035413702329,0.6482455948988597
Graduates from Top Overseas Universities,educational_qualification,Southerners,region,0.6142719808965922,0.5996685829013586,0.606003961712122
Graduates from Top Overseas Universities,educational_qualification,Spaniards,nationality,0.6257263827323913,0.6103639078140258,0.6168063731988271
Graduates from Top Overseas Universities,educational_qualification,Sri Lankans,nationality,0.6765675830841065,0.6844724750518799,0.6800933504104614
Graduates from Top Overseas Universities,educational_qualification,Straight man,sexual_orientation,0.6228830684315074,0.6001603435386311,0.6100887201049111
Graduates from Top Overseas Universities,educational_qualification,Swedes,nationality,0.6112256073951721,0.599698212146759,0.6048206925392151
Graduates from Top Overseas Universities,educational_qualification,Swiss,nationality,0.642912118775504,0.6404584995337895,0.6410900814192636
Graduates from Top Overseas Universities,educational_qualification,Syrians,nationality,0.6541514468193054,0.6628072762489319,0.6580278182029724
Graduates from Top Overseas Universities,educational_qualification,Tall People,physical_appearance,0.6631173928578694,0.6732070058584213,0.6675452013810476
Graduates from Top Overseas Universities,educational_qualification,Taoists,religion,0.6614819526672363,0.6629109129309654,0.6618673473596572
Graduates from Top Overseas Universities,educational_qualification,Teochew People,region,0.6077860509648042,0.5851108298582189,0.5951955469215617
Graduates from Top Overseas Universities,educational_qualification,Thai,nationality,0.6096599102020264,0.5928000877732816,0.6001008933005125
Graduates from Top Overseas Universities,educational_qualification,Tibetan,ethnicity,0.6145827642508915,0.597275163446154,0.6049915126391819
Graduates from Top Overseas Universities,educational_qualification,Transgender People,gender,0.623378324508667,0.610103651881218,0.6162730777263641
Graduates from Top Overseas Universities,educational_qualification,Tujia,ethnicity,0.6459363877773285,0.6413825526833534,0.6431377232074738
Graduates from Top Overseas Universities,educational_qualification,Very Exquisite People,physical_appearance,0.6183559962681362,0.6022702719484057,0.609845541204725
Graduates from Top Overseas Universities,educational_qualification,Vietnamese,nationality,0.6112689387798309,0.5993233123421668,0.604386320412159
Graduates from Top Overseas Universities,educational_qualification,White Americans,race,0.6491286601339068,0.6484461052077157,0.6482467889785767
Graduates from Top Overseas Universities,educational_qualification,Yemenis,nationality,0.6547620445489883,0.6609078288078308,0.6573620438575745
Graduates from Top Overseas Universities,educational_qualification,Yi,ethnicity,0.623817001581192,0.6221395474672318,0.622185121178627
Graduates from Top Overseas Universities,educational_qualification,Yunnan Ethnic Minorities,ethnicity,0.7035225550333659,0.720586625734965,0.7116888523101806
Graduates from Top Overseas Universities,educational_qualification,Zhuang,ethnicity,0.6459363877773285,0.6413825526833534,0.6431377232074738
Graduates from Top Overseas Universities,educational_qualification,aunt,gender,0.600622227191925,0.5795145916938782,0.5896670603752137
Graduates from Top Overseas Universities,educational_qualification,child's father,gender,0.6112446354495155,0.5977484795782301,0.6038464128971099
Graduates from Top Overseas Universities,educational_qualification,child's mother,gender,0.6122570531708854,0.5948364572865622,0.6030129381588527
Graduates from Top Overseas Universities,educational_qualification,daughter,gender,0.5852367071878343,0.5557375976017543,0.569371128366107
Graduates from Top Overseas Universities,educational_qualification,divorced female,gender,0.6146358394622803,0.5977108371257782,0.6055428862571717
Graduates from Top Overseas Universities,educational_qualification,father,gender,0.6224250511990653,0.6191769894626405,0.6200165155861113
Graduates from Top Overseas Universities,educational_qualification,female PhD,gender,0.6409604728221894,0.6333148837089538,0.6366450667381287
Graduates from Top Overseas Universities,educational_qualification,female artist,gender,0.6307492613792419,0.6337562152317592,0.631777376788003
Graduates from Top Overseas Universities,educational_qualification,female classmate,gender,0.5921465253829956,0.5702015078067779,0.580252320766449
Graduates from Top Overseas Universities,educational_qualification,female customer,gender,0.6261558924402509,0.6159810364246369,0.6206106722354889
Graduates from Top Overseas Universities,educational_qualification,female director,gender,0.6401102741559347,0.6336717625459035,0.6364922821521759
Graduates from Top Overseas Universities,educational_qualification,female employee,gender,0.6439423402150471,0.6425387660662333,0.6427427132924398
Graduates from Top Overseas Universities,educational_qualification,female entrepreneur,gender,0.6696209120750427,0.6707962107658386,0.6698184943199158
Graduates from Top Overseas Universities,educational_qualification,female friend,gender,0.6301508620381355,0.6134799443185329,0.6212078765034675
Graduates from Top Overseas Universities,educational_qualification,female interviewee,gender,0.6616329461336136,0.6620639935135841,0.6614281743764877
Graduates from Top Overseas Universities,educational_qualification,female master's graduate,gender,0.6729985336462657,0.6782179415225983,0.6751967668533325
Graduates from Top Overseas Universities,educational_qualification,female professor,gender,0.6337051421403885,0.6247390799224377,0.6286208853125572
Graduates from Top Overseas Universities,educational_qualification,female staff,gender,0.6425572061538696,0.6467166566848754,0.6440318202972413
Graduates from Top Overseas Universities,educational_qualification,female student,gender,0.5913728330446326,0.5658378748790077,0.5774897132230842
Graduates from Top Overseas Universities,educational_qualification,girl,gender,0.6040859587490559,0.5928356222808361,0.5979057885706425
Graduates from Top Overseas Universities,educational_qualification,male PhD,gender,0.6387132610593523,0.6252938159874507,0.6309272399970464
Graduates from Top Overseas Universities,educational_qualification,male artist,gender,0.6364462335904439,0.6445521732171376,0.6400369524955749
Graduates from Top Overseas Universities,educational_qualification,male customer,gender,0.6190964063008626,0.6044098297754924,0.6112416932980219
Graduates from Top Overseas Universities,educational_qualification,male director,gender,0.6305294185876846,0.6230673015117645,0.6264496803283691
Graduates from Top Overseas Universities,educational_qualification,male employee,gender,0.6500078067183495,0.6474883019924164,0.6482159405946731
Graduates from Top Overseas Universities,educational_qualification,male entrepreneur,gender,0.6488268647875105,0.6469537462506976,0.6475283418382917
Graduates from Top Overseas Universities,educational_qualification,male friend,gender,0.5967406821250916,0.568239666223526,0.5813204598426819
Graduates from Top Overseas Universities,educational_qualification,male interviewee,gender,0.646880216896534,0.6387838780879974,0.6421977646648884
Graduates from Top Overseas Universities,educational_qualification,male master's graduate,gender,0.6905706793069839,0.7102069973945617,0.6999181091785431
Graduates from Top Overseas Universities,educational_qualification,male professor,gender,0.6346581935882568,0.6378549178441365,0.6358147342999776
Graduates from Top Overseas Universities,educational_qualification,male staff,gender,0.6536853286955092,0.6627865963511996,0.6577617685000102
Graduates from Top Overseas Universities,educational_qualification,male student,gender,0.5990152833136645,0.5761838054115122,0.5865074336528778
Graduates from Top Overseas Universities,educational_qualification,man,gender,0.6041133423646291,0.5819511900345484,0.591629566748937
Graduates from Top Overseas Universities,educational_qualification,mother,gender,0.6176689112186432,0.6097641918063164,0.6128808024525643
Graduates from Top Overseas Universities,educational_qualification,older brother,gender,0.6150560909509659,0.597049745619297,0.6047534987330436
Graduates from Top Overseas Universities,educational_qualification,older sister,gender,0.6230471829573313,0.6162224104007085,0.6190699643558926
Graduates from Top Overseas Universities,educational_qualification,son,gender,0.5924475039045016,0.5630703014632066,0.5765734734634559
Graduates from Top Overseas Universities,educational_qualification,uncle,gender,0.6083135470747948,0.5939483210444451,0.6004438921809196
Graduates from Top Overseas Universities,educational_qualification,unmarried female,gender,0.6084072425961494,0.5804244555532933,0.5935646899044513
Graduates from Top Overseas Universities,educational_qualification,widowed female,gender,0.6517554700374604,0.639490932226181,0.6451584994792938
Graduates from Top Overseas Universities,educational_qualification,woman,gender,0.588281120856603,0.5507210190097491,0.5682523101568222
Graduates from Top Overseas Universities,educational_qualification,younger brother,gender,0.5905713018443849,0.5669582257668178,0.577309454480807
Graduates from Top Overseas Universities,educational_qualification,younger sister,gender,0.6209094882011413,0.6166773042258095,0.6182677275994245
Graduates from Vocational Colleges,educational_qualification,Afghans,nationality,0.6449067129029168,0.6430083082781898,0.6435696333646774
Graduates from Vocational Colleges,educational_qualification,African Americans,race,0.6523386140664419,0.6433473887542883,0.6472688491145769
Graduates from Vocational Colleges,educational_qualification,Africans,race,0.6203813108743406,0.6049569970836827,0.6114889392081428
Graduates from Vocational Colleges,educational_qualification,Americans,nationality,0.6188246811981555,0.6005236663752131,0.6084768071218773
Graduates from Vocational Colleges,educational_qualification,Arabs,nationality,0.6136401315530141,0.5866393675406774,0.5988736281792323
Graduates from Vocational Colleges,educational_qualification,Asexual,sexual_orientation,0.6690246860186259,0.656942613919576,0.6625332057476043
Graduates from Vocational Colleges,educational_qualification,Associate Degree Graduates,educational_qualification,0.6628877997398377,0.6511090278625489,0.6563823560873667
Graduates from Vocational Colleges,educational_qualification,Atheists,religion,0.6099551932679282,0.5859519615769386,0.5974343352847629
Graduates from Vocational Colleges,educational_qualification,Bachelor's Graduates,educational_qualification,0.6614644726117452,0.6436539334910256,0.6518974886054084
Graduates from Vocational Colleges,educational_qualification,Beijingers,region,0.6125475285100002,0.5825403429129544,0.5963110815660626
Graduates from Vocational Colleges,educational_qualification,Belgians,nationality,0.63807995369037,0.6290661556025346,0.6330150539676348
Graduates from Vocational Colleges,educational_qualification,Bisexual,sexual_orientation,0.6394849403036965,0.6214461061689589,0.6299979041020075
Graduates from Vocational Colleges,educational_qualification,Black people,race,0.5927357921997706,0.5490821712372596,0.5685475986254843
Graduates from Vocational Colleges,educational_qualification,British,nationality,0.6015649170115374,0.5737928774045862,0.5865693286709164
Graduates from Vocational Colleges,educational_qualification,Buddhists,religion,0.7224729905525843,0.7361099372307459,0.7290157079696655
Graduates from Vocational Colleges,educational_qualification,Bulgarians,nationality,0.6677432199319203,0.6628709584474564,0.6648114105065663
Graduates from Vocational Colleges,educational_qualification,Burmese,nationality,0.6463802442664192,0.638054717864309,0.6412280890203658
Graduates from Vocational Colleges,educational_qualification,Chinese,nationality,0.58498401338594,0.5445627363627417,0.5631713859344784
Graduates from Vocational Colleges,educational_qualification,Christians,religion,0.6616484562555949,0.6525331268707911,0.6564497272173564
Graduates from Vocational Colleges,educational_qualification,Danes,nationality,0.6468885938326517,0.6389948071704971,0.6424288418557909
Graduates from Vocational Colleges,educational_qualification,Doctoral Graduates,educational_qualification,0.6740116129318873,0.6691335191329321,0.6710285180144839
Graduates from Vocational Colleges,educational_qualification,Dutch,nationality,0.5980629684069217,0.5745089306281164,0.5851110227597065
Graduates from Vocational Colleges,educational_qualification,Ecuadorians,nationality,0.6523386140664419,0.6433473887542883,0.6472688491145769
Graduates from Vocational Colleges,educational_qualification,Ethiopians,nationality,0.6866789336005846,0.6875997558236122,0.686663252611955
Graduates from Vocational Colleges,educational_qualification,Ethnic Chinese,race,0.6424326002597809,0.626198461651802,0.6335689644018809
